invoice_id,invoice_date,customer_id,product_id,warehouse,sales_rep,quantity_cases,case_price,discount_pct,revenue
505013,2025-03-25,308.0,1031,Chicago DC,Ashley Nguyen,343,37.0,0.0,12691.0
505014,2025-09-15,334.0,1011,Atlanta DC,Morgan Lee,564,36.49,0.0,20580.36
505015,2025-10-28,275.0,1023,Los Angeles DC,Taylor Johnson,448,38.72,0.0,17346.56
505016,2025-04-22,359.0,1009,Dallas DC,Taylor Johnson,546,37.5,0.0,20475.0
505017,2025-02-24,153.0,1011,Chicago DC,Jordan Kim,264,36.49,0.0,9633.36
505018,2025-06-15,459.0,1005,Los Angeles DC,Chris Ramirez,407,36.69,0.0,14932.83
505019,2025-08-04,219.0,1016,Los Angeles DC,Taylor Johnson,726,34.52,0.05,23808.44
505020,2025-07-27,134.0,1006,Los Angeles DC,Ryan Thompson,461,35.16,0.05,15398.32
505021,2025-11-03,407.0,1020,Chicago DC,Jordan Kim,419,39.42,0.0,16516.98
505022,2025-10-12,4.0,1006,Dallas DC,Jordan Kim,72,35.16,0.0,2531.52
505023,2025-04-22,297.0,1012,Phoenix DC,Morgan Lee,40,33.96,0.05,1290.48
505024,2025-11-03,159.0,1015,Chicago DC,Alex Martinez,20,35.03,0.0,700.6
505025,2025-08-08,412.0,1022,Chicago DC,Ashley Nguyen,61,36.7,0.0,2238.7
505026,2025-10-03,89.0,1020,Chicago DC,Alex Martinez,76,39.42,0.0,2995.92
505027,2025-11-06,305.0,1024,Los Angeles DC,Casey Davis,387,35.71,0.05,13128.78
505028,2025-04-07,133.0,1026,Los Angeles DC,Ryan Thompson,347,-30.88,0.0,-10715.36
505029,2025-02-02,376.0,1017,Dallas DC,Morgan Lee,505,39.71,0.0,20053.55
505030,2025-04-09,100.0,1015,Atlanta DC,Alex Martinez,59,35.03,0.1,1860.09
505031,2025-03-03,95.0,1004,Dallas DC,Chris Ramirez,50,34.43,0.0,1721.5
505032,2025-06-06,350.0,1005,Dallas DC,Taylor Johnson,20,36.69,0.0,733.8
505033,2025-02-18,380.0,1008,Phoenix DC,Morgan Lee,676,36.32,0.0,24552.32
505034,2025-12-11,374.0,1013,Dallas DC,Morgan Lee,131,34.9,0.1,4114.71
505035,2025-06-07,160.0,1010,Los Angeles DC,Jordan Kim,522,36.33,0.1,17067.83
505036,2025-05-29,416.0,1010,Chicago DC,Chris Ramirez,432,36.33,0.0,15694.56
505037,2025-12-09,277.0,1031,Chicago DC,Morgan Lee,379,37.0,0.0,14023.0
505038,2025-01-04,486.0,1012,Chicago DC,Casey Davis,486,33.96,0.0,16504.56
505039,2025-12-26,358.0,1011,Los Angeles DC,Jordan Kim,310,36.49,0.05,10746.31
505040,2025-08-07,451.0,1017,Chicago DC,Ryan Thompson,62,39.71,0.0,2462.02
505041,2025-11-10,394.0,1001,Chicago DC,Jordan Kim,37,35.5,0.05,1247.83
505042,2025-06-29,245.0,1016,Phoenix DC,Jordan Kim,458,34.52,0.0,15810.16
505043,2025-08-28,414.0,1006,Chicago DC,Taylor Johnson,759,35.16,0.0,26686.44
505044,2025-02-17,112.0,1010,Phoenix DC,Alex Martinez,253,36.33,0.0,9191.49
505045,2025-07-17,235.0,1005,Los Angeles DC,Alex Martinez,52,36.69,0.05,1812.49
505046,2025-06-12,40.0,1006,Phoenix DC,Chris Ramirez,429,35.16,0.0,15083.64
505047,2025-10-31,30.0,1020,Los Angeles DC,Taylor Johnson,31,39.42,0.15,1038.72
505048,2025-07-15,237.0,1016,Atlanta DC,Ryan Thompson,423,34.52,0.0,14601.96
505049,2025-03-27,403.0,1005,Dallas DC,Morgan Lee,607,36.69,0.0,22270.83
505050,2025-02-17,490.0,1012,Los Angeles DC,Jordan Kim,575,33.96,0.0,19527.0
505051,2025-04-09,477.0,1019,Los Angeles DC,Morgan Lee,420,39.05,0.0,16401.0
505052,2025-03-06,12.0,1010,Dallas DC,Chris Ramirez,701,36.33,0.0,25467.33
505053,2025-08-06,304.0,1012,Phoenix DC,Morgan Lee,101,33.96,0.0,3429.96
505054,2025-04-08,274.0,1013,Chicago DC,Morgan Lee,438,34.9,0.0,15286.2
505055,2025-05-12,444.0,1007,Chicago DC,Jordan Kim,787,37.6,0.0,29591.2
505056,2025-07-15,142.0,1018,Phoenix DC,Chris Ramirez,780,36.93,0.0,28805.4
505057,2025-09-17,51.0,1001,Chicago DC,Chris Ramirez,66,35.5,0.0,2343.0
505058,2025-05-08,355.0,1009,Dallas DC,Ryan Thompson,389,37.5,0.0,14587.5
505059,2025-10-11,279.0,1004,Los Angeles DC,Casey Davis,417,34.43,0.0,14357.31
505060,2025-06-24,438.0,1006,Los Angeles DC,Ashley Nguyen,237,35.16,0.05,7916.27
505061,2025-11-21,381.0,1020,Phoenix DC,Ashley Nguyen,183,39.76,0.1,6548.47
505062,2025-09-03,42.0,1008,Los Angeles DC,Morgan Lee,411,36.32,0.05,14181.14
505063,2025-11-06,439.0,1014,Atlanta DC,Chris Ramirez,391,33.87,0.05,12581.01
505064,2025-06-15,158.0,1006,Atlanta DC,Ryan Thompson,267,35.16,0.0,9387.72
505065,2025-05-13,94.0,1002,Phoenix DC,Morgan Lee,268,31.22,0.0,8366.96
505066,2025-10-31,115.0,1001,Chicago DC,Chris Ramirez,102,35.5,0.05,3439.95
505067,2025-09-18,440.0,1019,Dallas DC,Chris Ramirez,169,39.05,0.1,5939.51
505068,2025-11-27,82.0,1024,Atlanta DC,Ryan Thompson,445,35.71,0.0,15890.95
505069,2025-10-29,265.0,1015,Phoenix DC,Chris Ramirez,320,35.03,0.0,11209.6
505070,2025-07-29,81.0,1001,Atlanta DC,Alex Martinez,333,35.5,0.0,11821.5
505071,2025-01-27,272.0,1022,Chicago DC,Casey Davis,321,36.7,0.0,11780.7
505072,2025-01-14,16.0,1003,Dallas DC,Chris Ramirez,142,33.6,0.1,4294.08
505073,2025-02-22,449.0,1014,Atlanta DC,Ashley Nguyen,466,33.87,0.0,15783.42
505074,2025-06-16,222.0,1014,Chicago DC,Jordan Kim,514,33.87,0.0,17409.18
505075,2025-08-05,13.0,1016,Los Angeles DC,Ryan Thompson,54,34.52,0.1,1677.67
505076,2025-05-30,389.0,1029,Dallas DC,Morgan Lee,351,39.43,0.0,13839.93
505077,2025-07-08,419.0,1006,Atlanta DC,Ashley Nguyen,38,35.16,0.0,1336.08
505078,2025-06-15,447.0,1009,Los Angeles DC,Ashley Nguyen,109,37.5,0.05,3883.12
505079,2025-07-29,55.0,1013,Phoenix DC,Morgan Lee,700,34.9,0.05,23208.5
505080,2025-06-09,132.0,1011,Chicago DC,Taylor Johnson,548,36.49,0.0,19996.52
505081,2025-08-11,99.0,1020,Phoenix DC,Taylor Johnson,70,39.76,0.0,2783.2
505082,2025-03-05,493.0,1014,Los Angeles DC,Taylor Johnson,269,33.87,0.0,9111.03
505083,2025-12-16,142.0,1002,Phoenix DC,Ashley Nguyen,469,31.22,0.05,13910.07
505084,2025-08-08,449.0,1016,Atlanta DC,Chris Ramirez,461,34.52,0.0,15913.72
505085,2025-11-19,354.0,1002,Dallas DC,Chris Ramirez,52,31.22,0.0,1623.44
505086,2025-07-28,278.0,1008,Los Angeles DC,Ryan Thompson,593,36.32,0.05,20460.87
505087,2025-09-20,285.0,1010,Los Angeles DC,Jordan Kim,200,36.33,0.0,7266.0
505088,2025-03-14,481.0,1003,Phoenix DC,Ryan Thompson,311,33.6,0.0,10449.6
505089,2025-02-13,266.0,1011,Phoenix DC,Morgan Lee,407,36.49,0.1,13366.29
505090,2025-11-26,318.0,1009,Chicago DC,Taylor Johnson,300,37.5,0.1,10125.0
505091,2025-08-24,490.0,1016,Atlanta DC,Casey Davis,764,34.52,0.0,26373.28
505092,2025-07-18,363.0,1007,Dallas DC,Alex Martinez,124,37.6,0.0,4662.4
505093,2025-08-05,191.0,1006,Chicago DC,Chris Ramirez,784,35.16,0.0,27565.44
505094,2025-11-01,303.0,1025,Phoenix DC,Ryan Thompson,408,31.86,0.0,12998.88
505095,2025-04-30,40.0,1008,Los Angeles DC,Taylor Johnson,482,36.32,0.0,17506.24
505096,2025-07-09,317.0,1007,Atlanta DC,Jordan Kim,400,37.6,0.0,15040.0
505097,2025-08-18,159.0,1002,Los Angeles DC,Casey Davis,50,31.22,0.05,1482.95
505098,2025-07-02,50.0,1009,Atlanta DC,Taylor Johnson,254,37.5,0.0,9525.0
505099,2025-03-11,495.0,1013,Atlanta DC,Casey Davis,63,34.9,0.0,2198.7
505100,2025-12-23,36.0,1010,Phoenix DC,Casey Davis,375,36.33,0.0,13623.75
505101,2025-09-11,7.0,1008,Chicago DC,Chris Ramirez,353,36.32,0.1,11538.86
505102,2025-11-29,426.0,1009,Chicago DC,Ashley Nguyen,450,37.5,0.0,16875.0
505103,2025-07-01,402.0,1022,Atlanta DC,Casey Davis,370,36.7,0.05,12900.05
505104,2025-01-15,45.0,1008,Dallas DC,Casey Davis,703,36.32,0.1,22979.66
505105,2025-08-03,160.0,1015,Chicago DC,Alex Martinez,499,35.03,0.0,17479.97
505106,2025-01-12,384.0,1004,Atlanta DC,Ryan Thompson,36,34.43,0.1,1115.53
505107,2025-02-11,255.0,1011,Atlanta DC,Ashley Nguyen,539,36.49,0.0,19668.11
505108,2025-02-15,406.0,1009,Atlanta DC,Morgan Lee,202,37.5,0.0,7575.0
505109,2025-01-31,28.0,1006,Los Angeles DC,Alex Martinez,633,35.16,0.0,22256.28
505110,2025-10-20,379.0,1002,Los Angeles DC,Ryan Thompson,629,31.22,0.05,18655.51
505111,2025-07-02,180.0,1013,Dallas DC,Morgan Lee,290,34.9,0.0,10121.0
505112,2025-05-15,310.0,1009,Phoenix DC,Ashley Nguyen,681,37.5,0.0,25537.5
505113,2025-08-05,263.0,1028,Chicago DC,Taylor Johnson,61,34.61,0.0,2111.21
505114,2025-12-13,196.0,1006,Atlanta DC,Ryan Thompson,767,35.16,0.0,26967.72
505115,2025-12-16,345.0,1026,Los Angeles DC,Alex Martinez,116,-30.88,0.1,-3223.87
505116,2025-01-15,440.0,1015,Phoenix DC,Jordan Kim,233,35.03,0.05,7753.89
505117,2025-05-06,324.0,1002,Phoenix DC,Ashley Nguyen,135,31.22,0.05,4003.96
505118,2025-02-10,184.0,1002,Phoenix DC,Ryan Thompson,315,31.22,0.0,9834.3
505119,2025-02-14,216.0,1003,Chicago DC,Morgan Lee,260,33.6,0.0,8736.0
505120,2025-05-22,459.0,1014,Los Angeles DC,Chris Ramirez,483,33.87,0.0,16359.21
505121,2025-08-29,300.0,1010,Los Angeles DC,Ryan Thompson,673,36.33,0.0,24450.09
505122,2025-12-09,271.0,1016,Atlanta DC,Ryan Thompson,52,34.52,0.0,1795.04
505123,2025-11-30,275.0,1031,Atlanta DC,Taylor Johnson,304,37.0,0.05,10685.6
505124,2025-01-09,96.0,1024,Dallas DC,Ashley Nguyen,462,35.71,0.0,16498.02
505125,2025-11-04,80.0,1011,Los Angeles DC,Jordan Kim,506,36.49,0.0,18463.94
505126,2025-12-26,306.0,1005,Dallas DC,Alex Martinez,37,36.69,0.0,1357.53
505127,2025-10-22,67.0,1005,Atlanta DC,Ryan Thompson,473,36.69,0.0,17354.37
505128,2025-06-11,248.0,1001,Atlanta DC,Morgan Lee,246,35.5,0.0,8733.0
505129,2025-08-05,106.0,1018,Dallas DC,Jordan Kim,419,36.93,0.0,15473.67
505130,2025-07-01,62.0,1002,Los Angeles DC,Ryan Thompson,229,31.22,0.0,7149.38
505131,2025-06-07,28.0,1001,Atlanta DC,Morgan Lee,492,35.5,0.0,17466.0
505132,2025-10-30,450.0,1020,Chicago DC,Casey Davis,209,39.76,0.05,7894.35
505133,2025-06-23,392.0,1016,Atlanta DC,Chris Ramirez,475,34.52,0.0,16397.0
505134,2025-03-07,402.0,1009,Chicago DC,Chris Ramirez,742,37.5,0.0,27825.0
505135,2025-01-09,82.0,1003,Dallas DC,Morgan Lee,444,33.6,0.1,13426.56
505136,2025-09-04,55.0,1016,Chicago DC,Jordan Kim,700,34.52,0.0,24164.0
505137,2025-12-25,399.0,1033,Atlanta DC,Ryan Thompson,375,39.3,0.05,14000.62
505138,2025-09-03,67.0,1016,Dallas DC,Jordan Kim,258,34.52,0.0,8906.16
505139,2025-02-09,240.0,1012,Dallas DC,Alex Martinez,204,33.96,0.0,6927.84
505140,2025-09-21,2.0,1011,Chicago DC,Ryan Thompson,172,36.49,0.0,6276.28
505141,2025-10-01,452.0,1010,Chicago DC,Morgan Lee,495,36.33,0.05,17084.18
505142,2025-09-27,268.0,1025,Chicago DC,Taylor Johnson,786,31.86,0.05,23789.86
505143,2025-09-08,270.0,1004,Chicago DC,Ashley Nguyen,455,34.43,0.0,15665.65
505144,2025-11-14,10.0,1025,Phoenix DC,Chris Ramirez,748,31.86,0.0,23831.28
505145,2025-02-08,165.0,1032,Phoenix DC,Ryan Thompson,65,38.44,0.1,2248.74
505146,2025-09-23,309.0,1011,Los Angeles DC,Ryan Thompson,469,36.49,0.05,16258.12
505147,2025-11-14,449.0,1011,Phoenix DC,Morgan Lee,335,36.49,0.0,12224.15
505148,2025-10-28,28.0,1003,Phoenix DC,Jordan Kim,782,33.6,0.0,26275.2
505149,2025-01-29,495.0,1002,Phoenix DC,Jordan Kim,55,31.22,0.15,1459.53
505150,2025-07-17,367.0,1008,Dallas DC,Taylor Johnson,72,36.32,0.0,2615.04
505151,2025-02-22,337.0,1005,Chicago DC,Casey Davis,259,36.69,0.0,9502.71
505152,2025-01-27,438.0,1007,Los Angeles DC,Taylor Johnson,481,37.6,0.05,17181.32
505153,2025-06-10,484.0,1017,Dallas DC,Chris Ramirez,332,39.71,0.0,13183.72
505154,2025-06-01,412.0,1003,Los Angeles DC,Morgan Lee,25,33.6,0.0,840.0
505155,2025-06-20,360.0,1003,Chicago DC,Ashley Nguyen,427,33.6,0.05,13629.84
505156,2025-02-02,129.0,1002,Los Angeles DC,Morgan Lee,200,31.22,0.0,6244.0
505157,2025-06-01,32.0,1010,Atlanta DC,Jordan Kim,130,36.33,0.0,4722.9
505158,2025-01-25,139.0,1003,Atlanta DC,Ashley Nguyen,62,33.6,0.0,2083.2
505159,2025-06-05,12.0,1019,Chicago DC,Ashley Nguyen,614,39.05,0.0,23976.7
505160,2025-12-29,411.0,1013,Chicago DC,Ashley Nguyen,333,34.9,0.0,11621.7
505161,2025-03-03,467.0,1010,Dallas DC,Jordan Kim,76,36.33,0.05,2623.03
505162,2025-11-11,247.0,1013,Phoenix DC,Chris Ramirez,172,34.9,0.05,5702.66
505163,2025-01-29,310.0,1004,Los Angeles DC,Jordan Kim,474,34.43,0.0,16319.82
505164,2025-02-23,78.0,1013,Atlanta DC,Ryan Thompson,21,34.9,0.1,659.61
505165,2025-02-17,70.0,1024,Phoenix DC,Taylor Johnson,653,35.71,0.0,23318.63
505166,2025-05-09,229.0,1030,Los Angeles DC,Ryan Thompson,181,38.59,0.0,6984.79
505167,2025-08-02,428.0,1004,Dallas DC,Taylor Johnson,574,34.43,0.05,18774.68
505168,2025-11-21,69.0,1003,Chicago DC,Ryan Thompson,63,33.6,0.05,2010.96
505169,2025-07-15,435.0,1028,Phoenix DC,Ryan Thompson,30,34.61,0.05,986.38
505170,2025-09-28,423.0,1001,Chicago DC,Casey Davis,174,35.5,0.0,6177.0
505171,2025-01-02,97.0,1003,Phoenix DC,Morgan Lee,393,33.6,0.0,13204.8
505172,2025-11-21,440.0,1029,Chicago DC,Casey Davis,171,39.43,0.0,6742.53
505173,2025-10-10,11.0,1004,Los Angeles DC,Morgan Lee,166,34.43,0.0,5715.38
505174,2025-01-16,447.0,1004,Atlanta DC,Chris Ramirez,180,34.43,0.0,6197.4
505175,2025-11-12,97.0,1011,Dallas DC,Chris Ramirez,386,36.49,0.0,14085.14
505176,2025-08-26,184.0,1020,Dallas DC,Ashley Nguyen,197,39.76,0.1,7049.45
505177,2025-06-21,375.0,1009,Los Angeles DC,Ashley Nguyen,345,37.5,0.0,12937.5
505178,2025-11-25,225.0,1017,Dallas DC,Ryan Thompson,446,39.71,0.0,17710.66
505179,2025-01-23,109.0,1012,Los Angeles DC,Taylor Johnson,21,33.96,0.0,713.16
505180,2025-05-15,373.0,1005,Chicago DC,Chris Ramirez,70,36.69,0.0,2568.3
505181,2025-05-15,412.0,1015,Atlanta DC,Ashley Nguyen,76,35.03,0.0,2662.28
505182,2025-01-12,385.0,1020,Los Angeles DC,Ashley Nguyen,121,39.42,0.0,4769.82
505183,2025-12-19,132.0,1013,Los Angeles DC,Jordan Kim,523,34.9,0.0,18252.7
505184,2025-11-18,452.0,1010,Atlanta DC,Taylor Johnson,299,36.33,0.05,10319.54
505185,2025-10-14,450.0,1017,Phoenix DC,Casey Davis,212,39.71,0.0,8418.52
505186,2025-06-27,24.0,1012,Phoenix DC,Morgan Lee,672,33.96,0.0,22821.12
505187,2025-07-19,102.0,1006,Los Angeles DC,Ryan Thompson,137,35.16,0.0,4816.92
505188,2025-03-12,382.0,1004,Los Angeles DC,Jordan Kim,431,34.43,0.05,14097.36
505189,2025-10-12,374.0,1006,Chicago DC,Casey Davis,150,35.16,0.0,5274.0
505190,2025-12-07,59.0,1009,Los Angeles DC,Alex Martinez,401,37.5,0.05,14285.62
505191,2025-01-09,235.0,1017,Los Angeles DC,Chris Ramirez,33,39.71,0.0,1310.43
505192,2025-10-28,294.0,1017,Chicago DC,Morgan Lee,74,39.71,0.05,2791.61
505193,2025-10-19,434.0,1005,Los Angeles DC,Jordan Kim,55,36.69,0.0,2017.95
505194,2025-10-16,211.0,1015,Chicago DC,Morgan Lee,432,35.03,0.0,15132.96
505195,2025-03-07,478.0,1014,Phoenix DC,Ashley Nguyen,39,33.87,0.0,1320.93
505196,2025-07-29,291.0,1003,Los Angeles DC,Ashley Nguyen,76,33.6,0.0,2553.6
505197,2025-03-06,286.0,1007,Atlanta DC,Casey Davis,473,37.6,0.0,17784.8
505198,2025-05-11,21.0,1020,Phoenix DC,Ryan Thompson,104,39.76,0.05,3928.29
505199,2025-09-28,491.0,1025,Atlanta DC,Ashley Nguyen,72,31.86,0.0,2293.92
505200,2025-03-18,417.0,1029,Dallas DC,Ashley Nguyen,494,39.43,0.0,19478.42
505201,2025-12-06,241.0,1029,Dallas DC,Taylor Johnson,696,39.43,0.0,27443.28
505202,2025-10-02,451.0,1005,Los Angeles DC,Morgan Lee,53,36.69,0.1,1750.11
505203,2025-07-11,302.0,1008,Atlanta DC,Ashley Nguyen,178,36.32,0.0,6464.96
505204,2025-06-02,439.0,1018,Atlanta DC,Casey Davis,318,36.93,0.0,11743.74
505205,2025-09-11,215.0,1026,Phoenix DC,Ryan Thompson,309,-30.88,0.0,-9541.92
505206,2025-10-10,236.0,1010,Chicago DC,Chris Ramirez,242,36.33,0.0,8791.86
505207,2025-10-22,214.0,1010,Dallas DC,Jordan Kim,394,36.33,0.0,14314.02
505208,2025-11-22,411.0,1011,Atlanta DC,Ashley Nguyen,218,36.49,0.0,7954.82
505209,2025-12-30,486.0,1034,Dallas DC,Casey Davis,276,38.89,0.0,10733.64
505210,2025-12-29,355.0,1019,Chicago DC,Jordan Kim,440,39.05,0.0,17182.0
505211,2025-02-02,121.0,1034,Chicago DC,Ryan Thompson,795,38.89,0.0,30917.55
505212,2025-08-08,235.0,1005,Los Angeles DC,Jordan Kim,63,36.69,0.0,2311.47
505213,2025-09-10,183.0,1024,Chicago DC,Morgan Lee,415,35.71,0.0,14819.65
505214,2025-07-28,499.0,1024,Chicago DC,Jordan Kim,437,35.71,0.0,15605.27
505215,2025-11-25,6.0,1011,Los Angeles DC,Ryan Thompson,492,36.49,0.0,17953.08
505216,2025-11-03,180.0,1018,Los Angeles DC,Alex Martinez,325,36.93,0.0,12002.25
505217,2025-06-29,36.0,1006,Dallas DC,Alex Martinez,389,35.16,0.0,13677.24
505218,2025-07-22,373.0,1003,Los Angeles DC,Jordan Kim,73,33.6,0.05,2330.16
505219,2025-10-22,320.0,1010,Dallas DC,Taylor Johnson,488,36.33,0.0,17729.04
505220,2025-03-06,320.0,1004,Phoenix DC,Morgan Lee,243,34.43,0.0,8366.49
505221,2025-11-04,221.0,1029,Atlanta DC,Ryan Thompson,256,39.43,0.0,10094.08
505222,2025-10-18,81.0,1002,Chicago DC,Ryan Thompson,383,31.22,0.0,11957.26
505223,2025-02-12,254.0,1002,Phoenix DC,Alex Martinez,61,31.22,0.05,1809.2
505224,2025-04-15,348.0,1001,Chicago DC,Alex Martinez,240,35.5,0.0,8520.0
505225,2025-04-23,303.0,1011,Dallas DC,Ashley Nguyen,336,36.49,0.0,12260.64
505226,2025-07-24,205.0,1018,Atlanta DC,Jordan Kim,70,36.93,0.0,2585.1
505227,2025-05-14,295.0,1010,Los Angeles DC,Ashley Nguyen,277,36.33,0.0,10063.41
505228,2025-03-20,365.0,1022,Los Angeles DC,Ryan Thompson,225,36.7,0.05,7844.62
505229,2025-07-26,62.0,1008,Dallas DC,Casey Davis,348,36.32,0.0,12639.36
505230,2025-11-19,164.0,1002,Dallas DC,Ryan Thompson,369,31.22,0.0,11520.18
505231,2025-11-16,310.0,1009,Los Angeles DC,Taylor Johnson,773,37.5,0.0,28987.5
505232,2025-06-28,316.0,1018,Dallas DC,Ashley Nguyen,663,36.93,0.0,24484.59
505233,2025-03-29,294.0,1002,Chicago DC,Ashley Nguyen,67,31.22,0.15,1777.98
505234,2025-12-03,408.0,1027,Dallas DC,Alex Martinez,66,35.9,0.0,2369.4
505235,2025-08-21,370.0,1016,Chicago DC,Taylor Johnson,444,34.52,0.0,15326.88
505236,2025-07-17,184.0,1005,Chicago DC,Morgan Lee,145,36.69,0.0,5320.05
505237,2025-07-23,230.0,1012,Phoenix DC,Chris Ramirez,410,33.96,0.0,13923.6
505238,2025-01-02,235.0,1013,Phoenix DC,Alex Martinez,38,34.9,0.0,1326.2
505239,2025-02-12,424.0,1011,Phoenix DC,Jordan Kim,346,36.49,0.0,12625.54
505240,2025-02-03,101.0,1016,Chicago DC,Ashley Nguyen,58,34.52,0.0,2002.16
505241,2025-10-21,287.0,1004,Chicago DC,Chris Ramirez,24,34.43,0.0,826.32
505242,2025-11-06,383.0,1010,Chicago DC,Morgan Lee,349,36.33,0.05,12045.21
505243,2025-08-08,104.0,1003,Phoenix DC,Taylor Johnson,644,33.6,0.1,19474.56
505244,2025-05-06,305.0,1031,Chicago DC,Casey Davis,366,37.0,0.0,13542.0
505245,2025-08-16,368.0,1014,Atlanta DC,Ashley Nguyen,239,33.87,0.0,8094.93
505246,2025-09-04,133.0,1001,Chicago DC,Chris Ramirez,398,35.5,0.0,14129.0
505247,2025-05-15,334.0,1024,Dallas DC,Chris Ramirez,671,35.71,0.0,23961.41
505248,2025-10-02,69.0,1014,Atlanta DC,Jordan Kim,34,33.87,0.0,1151.58
505249,2025-10-16,56.0,1013,Dallas DC,Alex Martinez,472,34.9,0.0,16472.8
505250,2025-05-17,33.0,1022,Los Angeles DC,Casey Davis,73,36.7,0.05,2545.15
505251,2025-06-02,456.0,1007,Chicago DC,Morgan Lee,307,37.6,0.05,10966.04
505252,2025-08-26,432.0,1022,Los Angeles DC,Alex Martinez,284,36.7,0.0,10422.8
505253,2025-06-20,195.0,1004,Atlanta DC,Casey Davis,356,34.43,0.0,12257.08
505254,2025-05-28,401.0,1007,Chicago DC,Morgan Lee,74,37.6,0.0,2782.4
505255,2025-12-04,66.0,1002,Phoenix DC,Casey Davis,439,31.22,0.0,13705.58
505256,2025-06-30,69.0,1005,Atlanta DC,Ashley Nguyen,28,36.69,0.1,924.59
505257,2025-02-23,85.0,1008,Chicago DC,Casey Davis,505,36.32,0.0,18341.6
505258,2025-07-21,372.0,1003,Chicago DC,Casey Davis,39,33.6,0.0,1310.4
505259,2025-12-07,155.0,1024,Dallas DC,Taylor Johnson,33,35.71,0.0,1178.43
505260,2025-07-10,154.0,1012,Los Angeles DC,Ashley Nguyen,54,33.96,0.0,1833.84
505261,2025-06-04,36.0,1023,Chicago DC,Jordan Kim,348,38.72,0.05,12800.83
505262,2025-07-26,253.0,1013,Phoenix DC,Chris Ramirez,61,34.9,0.0,2128.9
505263,2025-03-02,64.0,1027,Atlanta DC,Taylor Johnson,60,35.9,0.05,2046.3
505264,2025-12-02,388.0,1006,Chicago DC,Casey Davis,35,35.16,0.05,1169.07
505265,2025-01-10,418.0,1009,Chicago DC,Ryan Thompson,300,37.5,0.0,11250.0
505266,2025-08-16,186.0,1022,Los Angeles DC,Chris Ramirez,713,36.7,0.0,26167.1
505267,2025-12-09,9.0,1016,Dallas DC,Chris Ramirez,473,34.52,0.0,16327.96
505268,2025-06-28,420.0,1020,Phoenix DC,Ashley Nguyen,363,39.76,0.0,14432.88
505269,2025-12-31,110.0,1017,Chicago DC,Ashley Nguyen,321,39.71,0.0,12746.91
505270,2025-01-19,169.0,1013,Los Angeles DC,Morgan Lee,465,34.9,0.0,16228.5
505271,2025-02-21,220.0,1012,Atlanta DC,Ashley Nguyen,611,33.96,0.0,20749.56
505272,2025-01-16,315.0,1032,Los Angeles DC,Jordan Kim,615,38.44,0.0,23640.6
505273,2025-07-16,270.0,1001,Chicago DC,Alex Martinez,324,35.5,0.0,11502.0
505274,2025-08-10,435.0,1019,Dallas DC,Ashley Nguyen,51,39.05,0.0,1991.55
505275,2025-02-20,404.0,1033,Dallas DC,Jordan Kim,40,39.3,0.0,1572.0
505276,2025-10-24,300.0,1012,Dallas DC,Ryan Thompson,67,33.96,0.05,2161.55
505277,2025-12-13,13.0,1013,Dallas DC,Ryan Thompson,48,34.9,0.0,1675.2
505278,2025-07-08,199.0,1007,Chicago DC,Ryan Thompson,549,37.6,0.05,19610.28
505279,2025-01-30,237.0,1016,Dallas DC,Morgan Lee,323,34.52,0.0,11149.96
505280,2025-04-20,203.0,1003,Chicago DC,Jordan Kim,438,33.6,0.0,14716.8
505281,2025-11-10,191.0,1006,Chicago DC,Morgan Lee,685,35.16,0.0,24084.6
505282,2025-08-28,239.0,1023,Chicago DC,Taylor Johnson,324,38.72,0.1,11290.75
505283,2025-06-08,88.0,1026,Dallas DC,Ryan Thompson,552,-30.88,0.1,-15341.18
505284,2025-04-26,22.0,1031,Phoenix DC,Ryan Thompson,507,37.0,0.0,18759.0
505285,2025-12-22,202.0,1002,Los Angeles DC,Morgan Lee,326,31.22,0.0,10177.72
505286,2025-01-06,234.0,1030,Atlanta DC,Morgan Lee,460,38.59,0.0,17751.4
505287,2025-08-12,386.0,1025,Phoenix DC,Taylor Johnson,286,31.86,0.05,8656.36
505288,2025-09-20,110.0,1001,Chicago DC,Taylor Johnson,499,35.5,0.0,17714.5
505289,2025-05-02,339.0,1013,Atlanta DC,Chris Ramirez,442,34.9,0.05,14654.51
505290,2025-03-14,100.0,1002,Phoenix DC,Ryan Thompson,65,31.22,0.05,1927.83
505291,2025-02-23,241.0,1022,Dallas DC,Taylor Johnson,519,36.7,0.0,19047.3
505292,2025-02-08,202.0,1005,Dallas DC,Ashley Nguyen,200,36.69,0.0,7338.0
505293,2025-02-12,462.0,1012,Phoenix DC,Casey Davis,181,33.96,0.1,5532.08
505294,2025-10-18,265.0,1019,Dallas DC,Ashley Nguyen,428,39.05,0.05,15877.73
505295,2025-06-06,498.0,1024,Chicago DC,Casey Davis,71,35.71,0.0,2535.41
505296,2025-11-19,176.0,1008,Atlanta DC,Ashley Nguyen,793,36.32,0.0,28801.76
505297,2025-04-03,212.0,1006,Chicago DC,Chris Ramirez,658,35.16,0.0,23135.28
505298,2025-02-26,90.0,1002,Phoenix DC,Ashley Nguyen,38,31.22,0.0,1186.36
505299,2025-07-15,18.0,1006,Dallas DC,Alex Martinez,143,35.16,0.1,4525.09
505300,2025-03-15,392.0,1011,Phoenix DC,Jordan Kim,451,36.49,0.0,16456.99
