return_id,invoice_id,return_date,product_id,customer_id,return_quantity,return_reason
491,539249,2025-08-02,1022,205.0,1,Damaged Product
492,510578,2025-12-22,1008,142.0,11,Customer Complaint
493,531075,2025-03-14,1006,285.0,12,Quality Issue
494,529113,2025-09-04,1012,37.0,7,Wrong Shipment
495,510193,2025-12-06,1024,272.0,17,Wrong Shipment
496,500315,2025-01-18,1010,420.0,46,Expired Product
497,511450,2025-08-13,1011,35.0,2,Damaged Product
498,530746,2025-06-05,1011,180.0,11,Damaged Product
499,529703,2025-05-12,1015,290.0,15,Wrong Shipment
500,527659,2025-09-06,1003,161.0,1,Quality Issue
501,523686,2025-06-25,1004,83.0,62,Wrong Shipment
502,528376,2025-09-05,1019,80.0,48,Expired Product
503,503086,2026-01-01,1007,416.0,16,Expired Product
504,549372,2025-06-02,1003,265.0,37,Expired Product
505,503752,2025-06-02,1010,300.0,1,Expired Product
506,505049,2025-05-09,1005,403.0,2,Quality Issue
507,529187,2026-01-20,1020,271.0,3,Expired Product
508,530709,2025-05-14,1016,235.0,1,Customer Complaint
509,520147,2025-08-16,1014,270.0,13,Wrong Shipment
510,532250,2025-12-29,1016,356.0,8,Wrong Shipment
511,504970,2025-04-17,1015,393.0,3,Wrong Shipment
512,530526,2025-11-30,1006,151.0,4,Wrong Shipment
513,518495,2025-05-27,1003,499.0,8,Wrong Shipment
514,538065,2025-02-13,1029,32.0,20,Expired Product
515,541837,2025-07-09,1011,429.0,22,Wrong Shipment
516,532753,2025-11-02,1006,43.0,1,Quality Issue
517,520074,2025-04-05,1011,176.0,16,Customer Complaint
518,526274,2026-02-02,1007,163.0,29,Damaged Product
519,513650,2025-06-09,1013,489.0,6,Damaged Product
520,525534,2025-10-01,1003,458.0,1,Expired Product
521,517522,2025-08-06,1004,113.0,1,Damaged Product
522,525481,2025-08-14,1023,165.0,1,Wrong Shipment
523,548235,2025-10-31,1013,206.0,4,Wrong Shipment
524,548788,2025-07-06,1020,417.0,29,Quality Issue
525,532390,2025-01-28,1012,240.0,24,Quality Issue
526,505087,2025-09-30,1010,285.0,14,Damaged Product
527,517253,2025-10-16,1017,408.0,3,Expired Product
528,504040,2025-07-27,1016,343.0,4,Damaged Product
529,518387,2025-04-09,1003,163.0,11,Wrong Shipment
530,504247,2025-09-25,1020,105.0,1,Expired Product
531,518628,2025-11-09,1010,383.0,25,Customer Complaint
532,500880,2025-11-16,1014,359.0,28,Customer Complaint
533,523299,2026-01-13,1016,49.0,18,Wrong Shipment
534,529753,2025-08-10,1023,214.0,7,Customer Complaint
535,530173,2025-10-06,1002,164.0,5,Damaged Product
536,528560,2025-01-29,1010,348.0,35,Wrong Shipment
537,518864,2025-12-04,1009,426.0,23,Expired Product
538,543344,2025-12-04,1003,104.0,34,Wrong Shipment
539,534211,2025-10-25,1014,285.0,9,Wrong Shipment
540,526084,2025-09-30,1010,238.0,34,Expired Product
541,501942,2025-07-11,1003,77.0,8,Damaged Product
542,522226,2025-03-01,1022,51.0,1,Expired Product
543,544692,2025-06-13,1008,393.0,4,Quality Issue
544,543240,2025-09-20,1008,133.0,11,Damaged Product
545,523860,2025-06-26,1014,397.0,7,Quality Issue
546,514159,2025-04-03,1010,457.0,10,Wrong Shipment
547,533876,2026-01-08,1033,123.0,4,Quality Issue
548,548105,2025-08-25,1016,49.0,4,Wrong Shipment
549,523450,2025-05-16,1015,171.0,5,Damaged Product
550,506624,2025-05-01,1011,213.0,43,Damaged Product
551,538265,2025-12-05,1027,192.0,11,Expired Product
552,526242,2025-10-03,1016,233.0,39,Quality Issue
553,547592,2025-04-11,1018,75.0,7,Customer Complaint
554,524156,2025-03-11,1020,192.0,17,Wrong Shipment
555,532059,2025-05-08,1019,78.0,3,Customer Complaint
556,509332,2025-02-11,1030,311.0,6,Wrong Shipment
557,543565,2025-11-15,1015,336.0,12,Quality Issue
558,503494,2025-02-23,1004,262.0,5,Expired Product
559,504879,2025-06-11,1004,21.0,1,Customer Complaint
560,547063,2025-02-21,1005,300.0,2,Customer Complaint
561,500999,2025-03-03,1031,468.0,3,Customer Complaint
562,537087,2025-04-14,1003,27.0,17,Quality Issue
563,536438,2025-10-13,1027,275.0,23,Quality Issue
564,534750,2025-04-17,1025,227.0,17,Expired Product
565,528617,2025-05-18,1004,104.0,49,Quality Issue
566,537096,2025-05-27,1001,157.0,12,Wrong Shipment
567,522811,2025-04-19,1010,272.0,34,Quality Issue
568,507143,2025-05-28,1011,306.0,2,Quality Issue
569,521559,2025-03-18,1020,262.0,2,Expired Product
570,509936,2025-06-07,1002,374.0,10,Wrong Shipment
571,504789,2025-07-29,1016,82.0,29,Expired Product
572,530511,2025-11-15,1015,161.0,18,Damaged Product
573,531190,2025-06-07,1007,428.0,9,Wrong Shipment
574,520084,2025-05-07,1023,92.0,20,Damaged Product
575,510824,2025-07-06,1017,174.0,10,Quality Issue
576,500673,2025-04-09,1008,5.0,21,Customer Complaint
577,515595,2025-02-14,1010,252.0,5,Customer Complaint
578,543049,2025-03-20,1003,239.0,44,Expired Product
579,521912,2025-07-19,1007,64.0,2,Expired Product
580,511869,2025-08-07,1009,25.0,42,Expired Product
581,534691,2025-07-13,1008,10.0,30,Wrong Shipment
582,511322,2025-10-30,1017,279.0,43,Quality Issue
583,544212,2025-11-03,1020,332.0,15,Expired Product
584,524615,2025-03-16,1012,20.0,27,Customer Complaint
585,512006,2025-05-03,1011,259.0,32,Quality Issue
586,503940,2025-02-03,1024,59.0,10,Wrong Shipment
587,504614,2025-02-26,1001,482.0,4,Quality Issue
588,536760,2025-02-14,1001,488.0,2,Customer Complaint
589,531459,2025-11-09,1013,295.0,13,Wrong Shipment
590,544953,2026-01-04,1018,451.0,6,Damaged Product
591,504348,2025-05-23,1014,145.0,13,Expired Product
592,539328,2025-07-12,1019,114.0,26,Expired Product
593,549923,2025-08-30,1016,406.0,12,Damaged Product
594,522394,2025-04-26,1020,372.0,6,Damaged Product
595,503157,2025-08-06,1005,372.0,2,Damaged Product
596,529918,2025-09-07,1006,307.0,11,Quality Issue
597,537224,2025-05-23,1010,267.0,14,Damaged Product
598,513479,2025-10-25,1007,348.0,2,Damaged Product
599,513872,2025-08-26,1003,174.0,2,Wrong Shipment
600,538556,2025-04-16,1007,268.0,12,Quality Issue
601,525330,2025-09-17,1009,108.0,8,Customer Complaint
602,544685,2025-04-12,1028,485.0,2,Damaged Product
603,500986,2025-05-04,1013,313.0,10,Quality Issue
604,537140,2025-12-21,1018,142.0,33,Quality Issue
605,535034,2025-11-28,1004,118.0,1,Expired Product
606,523731,2025-04-13,1001,38.0,1,Expired Product
607,507531,2025-04-30,1030,210.0,24,Customer Complaint
608,544395,2025-01-30,1010,473.0,16,Wrong Shipment
609,532949,2025-03-24,1013,443.0,1,Customer Complaint
610,530878,2025-06-17,1019,87.0,13,Wrong Shipment
611,529931,2025-05-15,1012,316.0,24,Quality Issue
612,523416,2025-04-22,1003,317.0,11,Customer Complaint
613,506060,2025-03-15,1015,408.0,2,Quality Issue
614,523680,2025-10-26,1004,379.0,30,Expired Product
615,515941,2025-03-17,1013,457.0,6,Customer Complaint
616,506949,2025-05-09,1019,153.0,4,Quality Issue
617,530096,2025-04-23,1022,379.0,44,Customer Complaint
618,541340,2025-11-20,1010,69.0,4,Customer Complaint
619,549599,2025-05-17,1005,300.0,5,Quality Issue
620,533184,2025-08-24,1005,280.0,31,Damaged Product
621,516581,2025-12-18,1009,428.0,26,Expired Product
622,501389,2025-04-13,1003,416.0,36,Damaged Product
623,521351,2025-08-28,1023,62.0,8,Damaged Product
624,549751,2025-02-17,1007,79.0,19,Customer Complaint
625,534432,2025-10-13,1019,304.0,9,Customer Complaint
626,524455,2025-05-06,1005,305.0,19,Expired Product
627,540360,2025-11-25,1008,296.0,4,Customer Complaint
628,518578,2025-08-23,1023,33.0,2,Expired Product
629,533452,2025-05-24,1005,98.0,3,Quality Issue
630,547853,2025-05-15,1009,389.0,23,Expired Product
631,500005,2025-12-23,1008,46.0,1,Expired Product
632,529183,2025-03-12,1015,120.0,6,Customer Complaint
633,508231,2025-02-22,1014,380.0,13,Expired Product
634,505947,2025-07-16,1008,499.0,7,Customer Complaint
635,507823,2025-07-15,1010,316.0,24,Customer Complaint
636,519487,2025-06-11,1016,200.0,9,Expired Product
637,515385,2025-04-27,1017,302.0,22,Damaged Product
638,541100,2025-03-15,1020,286.0,12,Expired Product
639,518184,2026-01-03,1018,408.0,2,Quality Issue
640,527162,2025-12-23,1015,43.0,3,Wrong Shipment
641,511646,2025-03-18,1009,79.0,2,Customer Complaint
642,524391,2025-02-20,1013,318.0,23,Quality Issue
643,504851,2025-03-24,1001,145.0,42,Wrong Shipment
644,547436,2025-11-21,1008,44.0,5,Customer Complaint
645,542207,2025-05-04,1007,452.0,7,Damaged Product
646,545341,2025-12-29,1014,358.0,12,Damaged Product
647,528170,2025-12-21,1005,24.0,8,Wrong Shipment
648,503420,2025-12-19,1003,390.0,20,Wrong Shipment
649,542591,2025-07-07,1006,19.0,14,Quality Issue
650,538735,2025-08-10,1019,211.0,27,Expired Product
651,536720,2025-08-11,1016,235.0,6,Damaged Product
652,529498,2025-12-19,1017,74.0,1,Wrong Shipment
653,504363,2025-04-17,1033,55.0,64,Wrong Shipment
654,504029,2025-06-09,1004,338.0,3,Quality Issue
655,503427,2025-09-18,1014,454.0,2,Customer Complaint
656,520269,2025-12-22,1007,383.0,35,Wrong Shipment
657,520058,2025-02-27,1019,56.0,7,Customer Complaint
658,511479,2025-03-01,1013,31.0,1,Quality Issue
659,547945,2025-12-07,1009,247.0,4,Customer Complaint
660,529393,2026-02-01,1002,89.0,1,Quality Issue
661,529047,2025-07-11,1005,108.0,62,Customer Complaint
662,508565,2025-01-26,1001,322.0,22,Quality Issue
663,539507,2025-12-02,1014,431.0,1,Expired Product
664,549805,2025-09-03,1020,474.0,4,Expired Product
665,525450,2025-09-04,1015,296.0,3,Wrong Shipment
666,534922,2025-10-07,1014,70.0,31,Expired Product
667,530478,2025-10-09,1001,101.0,1,Damaged Product
668,513520,2026-01-10,1008,33.0,1,Damaged Product
669,534008,2025-10-16,1002,458.0,6,Damaged Product
670,521316,2025-07-08,1015,422.0,34,Wrong Shipment
671,542425,2025-06-01,1024,245.0,34,Damaged Product
672,548901,2025-12-12,1010,404.0,5,Customer Complaint
673,547633,2025-09-02,1012,134.0,21,Wrong Shipment
674,549789,2025-03-07,1011,469.0,21,Expired Product
675,544232,2025-02-21,1012,247.0,8,Customer Complaint
676,510724,2025-02-26,1010,241.0,14,Damaged Product
677,513155,2026-01-26,1024,14.0,16,Quality Issue
678,513763,2025-04-09,1027,224.0,26,Damaged Product
679,542812,2025-09-01,1008,293.0,7,Expired Product
680,530804,2025-09-21,1007,245.0,41,Expired Product
681,536261,2025-02-08,1022,377.0,3,Expired Product
682,521437,2026-01-05,1022,359.0,1,Damaged Product
683,525971,2025-09-20,1031,104.0,1,Wrong Shipment
684,532204,2025-05-30,1001,388.0,7,Quality Issue
685,507181,2025-04-08,1022,494.0,24,Quality Issue
686,541281,2025-09-17,1007,138.0,1,Expired Product
687,528087,2025-03-08,1009,359.0,45,Expired Product
688,513702,2025-08-22,1016,286.0,2,Wrong Shipment
689,501004,2025-09-12,1004,59.0,12,Wrong Shipment
690,509059,2025-09-26,1008,86.0,6,Damaged Product
691,544235,2025-12-26,1010,449.0,12,Wrong Shipment
692,525675,2025-08-18,1008,24.0,37,Customer Complaint
693,545056,2025-10-01,1020,98.0,8,Customer Complaint
694,535144,2026-01-12,1018,457.0,43,Expired Product
695,538163,2025-05-29,1007,82.0,13,Customer Complaint
696,522477,2025-09-25,1004,328.0,18,Customer Complaint
697,523007,2025-01-22,1004,278.0,31,Quality Issue
698,545344,2025-10-30,1018,161.0,3,Quality Issue
699,536128,2025-06-28,1012,187.0,3,Damaged Product
700,549710,2025-06-14,1015,367.0,1,Damaged Product
701,513099,2025-03-10,1002,96.0,14,Quality Issue
702,537196,2025-03-10,1005,190.0,36,Expired Product
703,504108,2025-09-04,1002,8.0,3,Damaged Product
704,541336,2025-04-15,1015,483.0,22,Wrong Shipment
705,525223,2025-12-30,1016,141.0,14,Expired Product
706,535840,2025-06-28,1002,367.0,7,Wrong Shipment
707,529719,2026-01-07,1030,188.0,15,Customer Complaint
708,546953,2025-12-03,1008,496.0,1,Customer Complaint
709,529828,2025-12-31,1006,397.0,2,Quality Issue
710,517543,2025-07-09,1023,479.0,2,Wrong Shipment
711,524916,2026-01-01,1009,448.0,7,Damaged Product
712,504514,2025-06-21,1013,139.0,5,Expired Product
713,519937,2025-04-20,1020,203.0,1,Damaged Product
714,546525,2026-01-09,1010,384.0,2,Customer Complaint
715,524511,2025-06-23,1019,227.0,4,Wrong Shipment
716,527442,2025-11-15,1003,167.0,23,Quality Issue
717,512002,2025-02-27,1007,470.0,33,Wrong Shipment
718,523354,2026-01-11,1008,112.0,12,Customer Complaint
719,527293,2025-08-24,1019,18.0,12,Customer Complaint
720,534204,2025-07-31,1009,121.0,5,Expired Product
721,512148,2026-01-18,1018,175.0,24,Customer Complaint
722,515292,2025-11-01,1015,314.0,6,Wrong Shipment
723,546880,2025-11-06,1020,433.0,35,Expired Product
724,508691,2025-07-07,1004,240.0,3,Customer Complaint
725,512654,2025-08-23,1005,275.0,9,Customer Complaint
726,531470,2025-12-01,1010,238.0,32,Wrong Shipment
727,502955,2025-05-03,1016,14.0,7,Customer Complaint
728,503004,2025-05-19,1033,332.0,23,Damaged Product
729,515814,2026-01-13,1018,185.0,17,Expired Product
730,506657,2025-12-09,1013,92.0,6,Damaged Product
731,512774,2025-10-30,1018,311.0,12,Wrong Shipment
732,539531,2026-01-11,1010,361.0,6,Wrong Shipment
733,534408,2025-02-08,1013,331.0,6,Customer Complaint
734,508837,2025-08-08,1008,117.0,1,Wrong Shipment
735,514618,2025-07-21,1003,484.0,15,Quality Issue
736,522836,2025-02-01,1014,329.0,1,Damaged Product
737,515981,2026-01-30,1031,75.0,3,Expired Product
738,537916,2025-11-17,1019,336.0,33,Wrong Shipment
739,501571,2025-06-02,1008,30.0,3,Damaged Product
740,535908,2025-05-09,1022,319.0,9,Quality Issue
741,526090,2025-09-25,1002,323.0,8,Wrong Shipment
742,520914,2025-12-20,1001,232.0,19,Wrong Shipment
743,509958,2026-01-18,1004,322.0,12,Damaged Product
744,518276,2025-06-27,1015,229.0,5,Expired Product
745,515432,2025-10-13,1020,417.0,79,Wrong Shipment
746,523494,2025-04-22,1013,253.0,4,Expired Product
747,515790,2025-10-15,1025,233.0,19,Customer Complaint
748,535780,2025-03-15,1010,258.0,62,Wrong Shipment
749,511981,2025-04-22,1011,398.0,15,Wrong Shipment
750,544906,2025-11-11,1007,381.0,2,Quality Issue
751,535763,2025-12-19,1013,279.0,3,Customer Complaint
752,527093,2025-10-25,1026,249.0,10,Quality Issue
753,546835,2025-07-17,1015,56.0,33,Damaged Product
754,533438,2026-01-03,1004,436.0,3,Expired Product
755,547381,2025-02-21,1022,384.0,1,Damaged Product
756,501591,2026-01-28,1012,80.0,9,Expired Product
757,526756,2025-12-30,1023,6.0,23,Quality Issue
758,521759,2025-09-24,1012,493.0,6,Customer Complaint
759,503002,2025-07-18,1034,47.0,1,Quality Issue
760,544112,2025-12-25,1007,11.0,1,Expired Product
761,543520,2025-02-25,1005,269.0,54,Quality Issue
762,500629,2026-01-26,1004,257.0,12,Quality Issue
763,520737,2025-02-10,1015,109.0,2,Expired Product
764,511903,2025-11-24,1002,40.0,13,Quality Issue
765,506367,2025-05-02,1034,124.0,5,Quality Issue
766,517133,2025-11-10,1007,143.0,5,Damaged Product
767,509479,2025-05-25,1026,297.0,3,Wrong Shipment
768,541871,2025-01-23,1005,299.0,1,Expired Product
769,512933,2025-04-19,1008,69.0,2,Damaged Product
770,513642,2025-08-13,1022,49.0,4,Quality Issue
771,519627,2025-12-19,1033,396.0,24,Expired Product
772,509952,2025-07-22,1014,153.0,12,Expired Product
773,528963,2026-01-06,1006,175.0,30,Expired Product
774,528446,2025-07-28,1004,72.0,1,Wrong Shipment
775,519699,2025-02-05,1007,111.0,11,Expired Product
776,544224,2025-01-28,1018,64.0,4,Damaged Product
777,502997,2025-02-22,1013,138.0,2,Quality Issue
778,513638,2025-05-13,1027,428.0,75,Damaged Product
779,522471,2025-03-27,1028,490.0,58,Damaged Product
780,536087,2025-02-24,1026,31.0,4,Quality Issue
781,528918,2025-08-08,1004,34.0,3,Wrong Shipment
782,517650,2025-08-29,1011,249.0,23,Expired Product
783,527956,2025-09-15,1010,473.0,10,Wrong Shipment
784,502855,2025-06-12,1027,104.0,3,Damaged Product
785,513390,2025-11-01,1006,248.0,17,Wrong Shipment
786,513049,2025-08-04,1010,446.0,24,Wrong Shipment
787,522333,2025-12-16,1005,331.0,35,Damaged Product
788,530578,2025-05-23,1011,266.0,11,Customer Complaint
789,534735,2025-10-26,1006,133.0,2,Wrong Shipment
790,519539,2026-01-11,1022,399.0,38,Expired Product
791,539587,2025-04-15,1022,79.0,11,Customer Complaint
792,505573,2025-06-25,1004,426.0,21,Quality Issue
793,547751,2025-01-28,1020,263.0,1,Damaged Product
794,530964,2025-09-16,1023,309.0,2,Customer Complaint
795,535496,2025-04-04,1007,420.0,9,Customer Complaint
796,520263,2025-03-26,1019,67.0,2,Wrong Shipment
797,544660,2025-08-21,1011,198.0,3,Wrong Shipment
798,521746,2025-12-15,1002,145.0,1,Expired Product
799,547249,2025-02-16,1026,180.0,19,Expired Product
800,536228,2025-06-11,1018,36.0,3,Damaged Product
801,528787,2025-10-22,1009,137.0,18,Expired Product
802,535620,2025-05-20,1018,243.0,9,Quality Issue
803,546000,2025-11-15,1011,308.0,31,Damaged Product
804,549513,2025-10-24,1007,434.0,3,Customer Complaint
805,544515,2025-03-07,1020,56.0,59,Customer Complaint
806,528684,2025-10-25,1010,228.0,28,Wrong Shipment
807,531549,2025-12-10,1010,186.0,30,Expired Product
808,531965,2025-11-08,1015,265.0,10,Wrong Shipment
809,509434,2025-05-08,1016,13.0,3,Customer Complaint
810,522374,2025-03-07,1020,353.0,44,Wrong Shipment
811,521623,2025-10-08,1020,228.0,11,Wrong Shipment
812,512452,2025-09-17,1003,15.0,9,Customer Complaint
813,511800,2025-08-19,1025,149.0,12,Expired Product
814,531389,2025-03-21,1010,86.0,1,Wrong Shipment
815,520769,2025-12-08,1013,420.0,11,Damaged Product
816,504829,2025-02-25,1001,270.0,6,Quality Issue
817,514590,2025-04-16,1020,295.0,5,Customer Complaint
818,501508,2025-07-07,1006,368.0,8,Expired Product
819,518613,2025-09-19,1012,377.0,6,Expired Product
820,519303,2025-06-26,1005,140.0,28,Expired Product
821,538310,2025-06-12,1012,364.0,25,Expired Product
822,501739,2025-04-27,1010,443.0,2,Wrong Shipment
823,535876,2025-05-08,1020,351.0,20,Quality Issue
824,547068,2025-02-09,1016,404.0,2,Customer Complaint
825,505115,2026-01-08,1026,345.0,3,Customer Complaint
826,524907,2025-12-12,1009,243.0,8,Damaged Product
827,507636,2025-03-18,1023,265.0,22,Quality Issue
828,514399,2025-04-14,1024,68.0,1,Wrong Shipment
829,536171,2025-09-29,1019,170.0,22,Quality Issue
830,509184,2025-01-23,1005,215.0,4,Customer Complaint
831,536797,2025-05-06,1014,322.0,8,Quality Issue
832,537623,2025-06-07,1007,394.0,1,Expired Product
833,501656,2025-07-05,1004,207.0,29,Damaged Product
834,504327,2025-02-13,1012,223.0,8,Wrong Shipment
835,527378,2025-10-07,1010,40.0,40,Customer Complaint
836,519045,2025-02-26,1019,480.0,15,Wrong Shipment
837,544329,2025-06-21,1010,263.0,1,Wrong Shipment
838,509662,2025-08-01,1020,222.0,9,Damaged Product
839,515915,2026-02-05,1002,415.0,2,Customer Complaint
840,525467,2025-10-22,1020,157.0,63,Damaged Product
841,513611,2025-08-11,1004,302.0,34,Customer Complaint
842,511671,2025-05-21,1019,380.0,29,Customer Complaint
843,501220,2025-11-27,1012,280.0,21,Customer Complaint
844,538864,2025-07-26,1011,151.0,1,Quality Issue
845,512558,2025-11-18,1015,389.0,45,Quality Issue
846,539144,2025-02-19,1002,449.0,3,Quality Issue
847,535509,2025-03-02,1003,447.0,14,Quality Issue
848,511853,2025-09-18,1004,117.0,15,Quality Issue
849,513239,2025-09-17,1002,261.0,10,Damaged Product
850,529951,2025-05-31,1011,371.0,6,Wrong Shipment
851,527985,2025-08-18,1026,290.0,11,Expired Product
852,522091,2025-04-11,1012,357.0,1,Wrong Shipment
853,548990,2025-08-05,1003,232.0,6,Wrong Shipment
854,540640,2025-02-27,1018,408.0,4,Quality Issue
855,528912,2025-04-08,1005,155.0,3,Customer Complaint
856,508571,2025-06-23,1015,59.0,33,Quality Issue
857,538432,2025-09-10,1015,352.0,18,Quality Issue
858,540526,2025-03-12,1002,265.0,2,Expired Product
859,535550,2025-05-01,1004,358.0,13,Quality Issue
860,529488,2025-07-12,1026,122.0,3,Wrong Shipment
861,526038,2025-05-16,1003,209.0,1,Expired Product
862,519371,2026-01-09,1027,141.0,10,Wrong Shipment
863,544735,2026-01-18,1005,65.0,25,Customer Complaint
864,506916,2025-06-10,1001,315.0,57,Damaged Product
865,514999,2026-01-07,1011,124.0,27,Expired Product
866,516751,2025-06-14,1003,42.0,15,Wrong Shipment
867,529960,2025-08-31,1004,133.0,8,Wrong Shipment
868,528857,2025-08-05,1012,144.0,9,Quality Issue
869,538912,2025-07-11,1004,204.0,33,Customer Complaint
870,505844,2025-10-27,1012,84.0,11,Expired Product
871,515770,2025-02-26,1011,247.0,4,Damaged Product
872,527099,2025-09-26,1016,53.0,7,Expired Product
873,534727,2025-10-28,1015,469.0,18,Expired Product
874,520931,2025-08-09,1004,322.0,32,Expired Product
875,512314,2025-01-08,1012,48.0,28,Expired Product
876,508294,2025-02-20,1001,85.0,24,Customer Complaint
877,549409,2025-08-24,1001,137.0,6,Wrong Shipment
878,522320,2025-01-26,1005,312.0,2,Damaged Product
879,520487,2025-04-06,1016,287.0,4,Quality Issue
880,522611,2025-02-27,1026,274.0,23,Quality Issue
881,512466,2025-06-07,1010,98.0,11,Damaged Product
882,541513,2026-02-05,1013,359.0,14,Quality Issue
883,548610,2025-12-16,1003,25.0,29,Customer Complaint
884,517673,2025-09-02,1016,445.0,1,Expired Product
885,508566,2025-07-15,1001,206.0,4,Expired Product
886,542906,2025-12-20,1019,496.0,3,Customer Complaint
887,533295,2025-07-16,1001,276.0,10,Quality Issue
888,512929,2025-11-23,1003,281.0,49,Quality Issue
889,508384,2026-01-07,1014,326.0,13,Customer Complaint
890,526547,2025-08-05,1018,128.0,23,Quality Issue
891,521161,2025-04-12,1020,420.0,40,Customer Complaint
892,525332,2026-01-01,1001,182.0,4,Quality Issue
893,500417,2026-01-16,1019,68.0,4,Customer Complaint
894,538314,2025-12-31,1013,410.0,8,Customer Complaint
895,540759,2025-06-19,1014,395.0,56,Expired Product
896,501407,2025-11-22,1014,53.0,10,Customer Complaint
897,527989,2025-08-26,1008,405.0,10,Damaged Product
898,520658,2025-04-27,1022,157.0,23,Quality Issue
899,546982,2025-07-31,1005,370.0,34,Customer Complaint
900,529902,2025-04-28,1005,413.0,22,Wrong Shipment
901,532870,2025-02-03,1014,73.0,14,Expired Product
902,521614,2025-02-24,1004,314.0,25,Expired Product
903,518693,2025-10-24,1032,40.0,23,Customer Complaint
904,514463,2025-03-16,1001,167.0,22,Quality Issue
905,513530,2025-02-19,1010,402.0,11,Quality Issue
906,529805,2025-02-05,1015,8.0,8,Expired Product
907,501445,2025-09-10,1012,378.0,15,Expired Product
908,518219,2025-12-20,1001,233.0,8,Expired Product
909,545064,2025-05-27,1034,28.0,29,Expired Product
910,530647,2025-04-25,1013,480.0,41,Wrong Shipment
911,549168,2025-04-27,1006,19.0,26,Damaged Product
912,539990,2025-11-13,1011,412.0,1,Customer Complaint
913,544756,2026-01-16,1004,314.0,6,Customer Complaint
914,548346,2025-10-17,1031,456.0,5,Expired Product
915,542970,2025-04-09,1012,191.0,48,Customer Complaint
916,520420,2025-07-22,1003,97.0,22,Damaged Product
917,510897,2025-02-22,1009,190.0,16,Expired Product
918,545621,2025-10-27,1019,176.0,27,Damaged Product
919,536350,2025-07-21,1017,170.0,42,Quality Issue
920,519313,2026-01-02,1006,313.0,11,Damaged Product
921,505583,2025-07-13,1003,428.0,27,Damaged Product
922,506683,2025-09-16,1008,93.0,13,Customer Complaint
923,530680,2025-02-12,1005,459.0,23,Quality Issue
924,528389,2025-02-07,1027,9.0,36,Wrong Shipment
925,506848,2025-09-14,1003,332.0,36,Quality Issue
926,515982,2025-09-06,1003,365.0,16,Wrong Shipment
927,533676,2026-01-21,1033,238.0,12,Wrong Shipment
928,547504,2025-06-13,1019,229.0,10,Quality Issue
929,507566,2025-10-17,1020,283.0,21,Wrong Shipment
930,520729,2025-02-14,1002,22.0,45,Expired Product
931,507412,2025-03-23,1020,283.0,9,Wrong Shipment
932,525355,2025-02-22,1009,364.0,27,Quality Issue
933,547739,2025-10-30,1018,318.0,50,Wrong Shipment
934,509759,2025-11-26,1007,486.0,37,Expired Product
935,509768,2025-08-28,1015,159.0,1,Wrong Shipment
936,507134,2025-08-09,1030,235.0,5,Damaged Product
937,528594,2025-07-21,1013,283.0,32,Damaged Product
938,541210,2025-04-01,1012,207.0,33,Expired Product
939,523112,2025-07-03,1003,128.0,4,Expired Product
940,544347,2025-05-06,1015,365.0,3,Expired Product
941,522810,2025-10-17,1017,91.0,1,Damaged Product
942,520508,2025-12-04,1008,228.0,15,Quality Issue
943,545706,2025-12-25,1011,260.0,15,Quality Issue
944,521762,2025-10-01,1016,270.0,38,Quality Issue
945,521496,2026-01-01,1013,400.0,14,Quality Issue
946,511505,2025-07-12,1014,259.0,21,Damaged Product
947,532457,2025-06-18,1007,47.0,14,Quality Issue
948,544210,2025-03-04,1030,483.0,9,Expired Product
949,543813,2025-07-05,1003,404.0,3,Quality Issue
950,518265,2025-10-09,1003,407.0,46,Wrong Shipment
951,541115,2025-11-02,1003,92.0,22,Damaged Product
952,520035,2025-12-25,1020,348.0,13,Expired Product
953,510076,2025-03-13,1004,319.0,24,Quality Issue
954,537297,2025-06-25,1011,444.0,38,Quality Issue
955,514277,2025-11-22,1003,360.0,8,Wrong Shipment
956,535781,2025-06-12,1001,172.0,6,Quality Issue
957,516871,2025-09-18,1014,355.0,27,Expired Product
958,504230,2025-08-07,1023,361.0,16,Wrong Shipment
959,549030,2025-03-18,1013,389.0,4,Expired Product
960,500168,2025-12-13,1020,222.0,64,Expired Product
961,514447,2025-12-19,1008,67.0,7,Expired Product
962,536717,2025-04-17,1005,463.0,22,Damaged Product
963,536165,2025-09-18,1030,12.0,46,Damaged Product
964,514474,2025-12-07,1004,152.0,4,Damaged Product
965,544427,2025-09-14,1017,221.0,18,Wrong Shipment
966,546117,2025-01-16,1015,50.0,18,Wrong Shipment
967,530626,2026-01-19,1025,498.0,1,Quality Issue
968,509961,2025-07-17,1017,341.0,47,Wrong Shipment
969,538723,2025-12-19,1026,464.0,15,Customer Complaint
970,528345,2025-10-26,1004,239.0,24,Quality Issue
971,516438,2025-11-19,1001,57.0,1,Customer Complaint
972,508854,2025-04-07,1015,387.0,20,Quality Issue
973,517364,2025-07-20,1009,194.0,2,Wrong Shipment
974,504581,2025-11-18,1026,369.0,1,Damaged Product
975,547304,2026-01-13,1007,34.0,2,Damaged Product
976,544680,2026-02-03,1014,45.0,17,Damaged Product
977,515193,2025-07-21,1009,165.0,4,Customer Complaint
978,531448,2025-11-20,1026,458.0,4,Damaged Product
979,505526,2025-05-25,1015,419.0,1,Wrong Shipment
980,539228,2025-05-28,1005,19.0,23,Customer Complaint
981,503468,2025-07-10,1007,48.0,29,Customer Complaint
