invoice_id,invoice_date,customer_id,product_id,warehouse,sales_rep,quantity_cases,discount_pct,revenue,case_price
513101,2025-04-27,195,1005,Los Angeles DC,Ashley Nguyen,520,0.0,19078.8,36.69
513102,2025-05-31,188,1026,Dallas DC,Ryan Thompson,477,0.0,17367.57,36.41
513103,2025-09-04,326,1005,Atlanta DC,Taylor Johnson,105,0.0,3852.45,36.69
513104,2025-07-12,432,1002,Phoenix DC,Morgan Lee,245,0.1,6884.01,31.22
513105,2025-11-01,62,1011,Chicago DC,Ashley Nguyen,331,0.0,12078.19,36.49
513106,2025-12-24,480,1016,Dallas DC,Morgan Lee,568,0.0,19607.36,34.52
513107,2025-08-30,103,1001,Los Angeles DC,Alex Martinez,484,0.0,17182.0,35.5
513108,2025-07-12,200,1010,Los Angeles DC,Ryan Thompson,683,0.0,24813.39,36.33
513109,2025-02-24,382,1010,Atlanta DC,Casey Davis,330,0.0,11988.9,36.33
513110,2025-12-11,371,1010,Los Angeles DC,Casey Davis,412,0.0,14967.96,36.33
513111,2025-02-20,283,1008,Chicago DC,Alex Martinez,459,0.0,16670.88,36.32
513112,2025-09-09,286,1010,Chicago DC,Chris Ramirez,332,0.1,10855.4,36.33
513113,2025-11-17,103,1012,Phoenix DC,Taylor Johnson,395,0.0,13414.2,33.96
513114,2025-10-12,421,1010,Phoenix DC,Ryan Thompson,149,0.05,5142.51,36.33
513115,2025-05-22,306,1005,Los Angeles DC,Chris Ramirez,39,0.0,1430.91,36.69
513116,2025-07-25,444,1006,Chicago DC,Jordan Kim,692,0.0,24330.72,35.16
513117,2025-12-31,438,1002,Atlanta DC,Alex Martinez,402,0.1,11295.4,31.22
513118,2025-04-01,284,1027,Dallas DC,Ryan Thompson,125,0.0,4487.5,35.9
513119,2025-12-31,187,1010,Phoenix DC,Taylor Johnson,448,0.0,16275.84,36.33
513120,2025-03-10,43,1012,Chicago DC,Jordan Kim,46,0.0,1562.16,33.96
513121,2025-12-03,374,1019,Chicago DC,Alex Martinez,337,0.0,13159.85,39.05
513122,2025-12-27,269,1023,Chicago DC,Ryan Thompson,575,0.1,20037.6,38.72
513123,2025-07-28,221,1009,Los Angeles DC,Jordan Kim,152,0.0,5700.0,37.5
513124,2025-12-15,179,1007,Atlanta DC,Ashley Nguyen,398,0.0,14964.8,37.6
513125,2025-02-16,165,1009,Dallas DC,Casey Davis,50,0.0,1875.0,37.5
513126,2025-01-07,434,1016,Chicago DC,Chris Ramirez,47,0.0,1622.44,34.52
513127,2025-02-06,480,1015,Phoenix DC,Chris Ramirez,774,0.0,27113.22,35.03
513128,2025-04-27,85,1002,Los Angeles DC,Chris Ramirez,637,0.05,18892.78,31.22
513129,2025-01-27,340,1019,Atlanta DC,Taylor Johnson,318,0.0,12417.9,39.05
513130,2025-04-29,487,1017,Chicago DC,Casey Davis,465,0.0,18465.15,39.71
513131,2025-04-05,204,1009,Phoenix DC,Morgan Lee,151,0.0,5662.5,37.5
513132,2025-02-12,392,1022,Los Angeles DC,Taylor Johnson,142,0.0,5211.4,36.7
513133,2025-10-26,31,1028,Dallas DC,Ashley Nguyen,271,0.05,8910.34,34.61
513134,2025-03-10,259,1025,Chicago DC,Jordan Kim,409,0.0,13030.74,31.86
513135,2025-08-01,264,1014,Dallas DC,Alex Martinez,184,0.0,6232.08,33.87
513136,2025-06-17,292,1020,Los Angeles DC,Alex Martinez,317,0.0,12603.92,39.76
513137,2025-09-21,13,1004,Chicago DC,Jordan Kim,65,0.0,2237.95,34.43
513138,2025-03-02,336,1002,Los Angeles DC,Jordan Kim,335,0.0,10458.7,31.22
513139,2025-03-21,128,1001,Los Angeles DC,Ashley Nguyen,283,0.05,9544.17,35.5
513140,2025-03-19,124,1008,Atlanta DC,Jordan Kim,289,0.0,10496.48,36.32
513141,2025-02-03,397,1008,Chicago DC,Ashley Nguyen,61,0.05,2104.74,36.32
513142,2025-10-02,29,1017,Chicago DC,Ryan Thompson,369,0.0,14652.99,39.71
513143,2025-01-11,102,1017,Phoenix DC,Alex Martinez,359,0.05,13543.1,39.71
513144,2025-05-10,335,1033,Chicago DC,Taylor Johnson,462,0.1,16340.94,39.3
513145,2025-06-21,91,1001,Los Angeles DC,Ashley Nguyen,494,0.0,17537.0,35.5
513146,2025-05-22,16,1012,Dallas DC,Casey Davis,250,0.15,7216.5,33.96
513147,2025-02-24,416,1020,Dallas DC,Morgan Lee,174,0.0,6918.24,39.76
513148,2025-05-15,446,1010,Atlanta DC,Morgan Lee,339,0.0,12315.87,36.33
513149,2025-09-16,449,1014,Phoenix DC,Ashley Nguyen,312,0.0,10567.44,33.87
513150,2025-10-06,351,1008,Phoenix DC,Casey Davis,288,0.0,10460.16,36.32
513151,2025-07-30,194,1005,Atlanta DC,Alex Martinez,268,0.0,9832.92,36.69
513152,2025-07-30,84,1011,Chicago DC,Chris Ramirez,129,0.0,4707.21,36.49
513153,2025-03-16,132,1006,Los Angeles DC,Jordan Kim,741,0.0,26053.56,35.16
513154,2025-08-07,36,1003,Phoenix DC,Ryan Thompson,461,0.0,15489.6,33.6
513155,2025-12-18,14,1024,Chicago DC,Ryan Thompson,191,0.0,6820.61,35.71
513156,2025-07-15,70,1006,Los Angeles DC,Alex Martinez,346,0.0,12165.36,35.16
513157,2025-04-15,381,1001,Phoenix DC,Taylor Johnson,493,0.0,17501.5,35.5
513158,2025-01-05,152,1004,Phoenix DC,Ryan Thompson,27,0.0,929.61,34.43
513159,2025-12-22,61,1002,Atlanta DC,Ashley Nguyen,118,0.0,3683.96,31.22
513160,2025-07-05,102,1003,Chicago DC,Ryan Thompson,328,0.0,11020.8,33.6
513161,2025-10-22,192,1006,Atlanta DC,Ryan Thompson,170,0.0,5977.2,35.16
513162,2025-12-27,236,1013,Chicago DC,Ashley Nguyen,258,0.0,9004.2,34.9
513163,2025-07-11,295,1017,Los Angeles DC,Ashley Nguyen,333,0.0,13223.43,39.71
513164,2025-10-09,266,1023,Los Angeles DC,Ashley Nguyen,161,0.1,5610.53,38.72
513165,2025-02-01,401,1024,Los Angeles DC,Morgan Lee,58,0.0,2071.18,35.71
513166,2025-07-19,273,1004,Atlanta DC,Taylor Johnson,72,0.05,2355.01,34.43
513167,2025-02-19,285,1011,Los Angeles DC,Ashley Nguyen,472,0.0,17223.28,36.49
513168,2025-01-13,30,1008,Los Angeles DC,Morgan Lee,74,0.0,2687.68,36.32
513169,2025-03-25,309,1001,Atlanta DC,Casey Davis,416,0.0,14768.0,35.5
513170,2025-11-16,432,1030,Phoenix DC,Casey Davis,314,0.0,12117.26,38.59
513171,2025-08-06,93,1001,Los Angeles DC,Alex Martinez,474,0.1,15144.3,35.5
513172,2025-11-15,55,1002,Los Angeles DC,Alex Martinez,560,0.0,17483.2,31.22
513173,2025-03-21,320,1028,Phoenix DC,Ryan Thompson,340,0.05,11179.03,34.61
513174,2025-04-01,494,1005,Phoenix DC,Ashley Nguyen,553,0.0,20289.57,36.69
513175,2025-06-24,490,1003,Atlanta DC,Alex Martinez,479,0.05,15289.68,33.6
513176,2025-04-14,313,1008,Phoenix DC,Jordan Kim,203,0.15,6267.02,36.32
513177,2025-12-06,68,1002,Dallas DC,Ashley Nguyen,48,0.0,1498.56,31.22
513178,2025-01-21,308,1025,Phoenix DC,Morgan Lee,352,0.0,11214.72,31.86
513179,2025-11-28,410,1007,Phoenix DC,Chris Ramirez,434,0.05,15502.48,37.6
513180,2025-09-07,455,1025,Chicago DC,Alex Martinez,35,0.0,1115.1,31.86
513181,2025-07-25,24,1006,Chicago DC,Morgan Lee,519,0.05,17335.64,35.16
513182,2025-12-19,394,1025,Phoenix DC,Ryan Thompson,56,0.1,1605.74,31.86
513183,2025-07-12,87,1006,Dallas DC,Chris Ramirez,469,0.1,14841.04,35.16
513184,2025-02-02,384,1003,Dallas DC,Ashley Nguyen,63,0.05,2010.96,33.6
513185,2025-02-21,147,1008,Chicago DC,Alex Martinez,314,0.0,11404.48,36.32
513186,2025-04-19,29,1009,Los Angeles DC,Ashley Nguyen,520,0.0,19500.0,37.5
513187,2025-07-26,9,1002,Chicago DC,Jordan Kim,251,0.0,7836.22,31.22
513188,2025-03-14,373,1017,Phoenix DC,Taylor Johnson,37,0.0,1469.27,39.71
513189,2025-06-23,86,1004,Dallas DC,Morgan Lee,333,0.0,11465.19,34.43
513190,2025-10-25,462,1002,Dallas DC,Taylor Johnson,118,0.05,3499.76,31.22
513191,2025-02-16,325,1002,Los Angeles DC,Ashley Nguyen,442,0.0,13799.24,31.22
513192,2025-08-08,192,1006,Dallas DC,Jordan Kim,280,0.1,8860.32,35.16
513193,2025-05-29,120,1016,Los Angeles DC,Jordan Kim,65,0.1,2019.42,34.52
513194,2025-02-22,458,1004,Phoenix DC,Taylor Johnson,41,0.05,1341.05,34.43
513195,2025-05-02,124,1023,Phoenix DC,Casey Davis,321,0.0,12429.12,38.72
513196,2025-04-08,286,1015,Phoenix DC,Ashley Nguyen,120,0.05,3993.42,35.03
513197,2025-04-30,271,1003,Dallas DC,Ryan Thompson,43,0.0,1444.8,33.6
513198,2025-09-24,361,1019,Atlanta DC,Morgan Lee,694,0.1,24390.63,39.05
513199,2025-06-01,17,1022,Dallas DC,Alex Martinez,270,0.0,9909.0,36.7
513200,2025-07-02,45,1015,Atlanta DC,Chris Ramirez,643,0.0,22524.29,35.03
513201,2025-08-27,15,1008,Atlanta DC,Alex Martinez,260,0.1,8498.88,36.32
513202,2025-05-10,183,1013,Dallas DC,Ashley Nguyen,411,0.15,12192.31,34.9
513203,2025-09-18,433,1006,Los Angeles DC,Ryan Thompson,311,0.05,10388.02,35.16
513204,2025-02-26,376,1006,Phoenix DC,Jordan Kim,314,0.0,11040.24,35.16
513205,2025-03-09,184,1008,Phoenix DC,Jordan Kim,253,0.0,9188.96,36.32
513206,2025-05-22,352,1010,Dallas DC,Casey Davis,259,0.0,9409.47,36.33
513207,2025-02-22,3,1008,Atlanta DC,Chris Ramirez,465,0.0,16888.8,36.32
513208,2025-07-06,275,1004,Dallas DC,Taylor Johnson,193,0.0,6644.99,34.43
513209,2025-11-16,490,1002,Los Angeles DC,Casey Davis,555,0.0,17327.1,31.22
513210,2025-02-10,372,1009,Chicago DC,Ryan Thompson,39,0.0,1462.5,37.5
513211,2025-12-09,234,1023,Phoenix DC,Morgan Lee,183,0.0,7085.76,38.72
513212,2025-09-16,434,1026,Chicago DC,Morgan Lee,28,0.05,968.5059999999999,36.41
513213,2025-03-26,75,1003,Los Angeles DC,Ryan Thompson,53,0.05,1691.76,33.6
513214,2025-05-18,31,1002,Los Angeles DC,Morgan Lee,322,0.0,10052.84,31.22
513215,2025-10-05,118,1014,Los Angeles DC,Jordan Kim,67,0.0,2269.29,33.87
513216,2025-02-08,67,1004,Los Angeles DC,Chris Ramirez,340,0.1,10535.58,34.43
513217,2025-05-25,128,1015,Los Angeles DC,Alex Martinez,430,0.0,15062.9,35.03
513218,2025-05-10,136,1010,Dallas DC,Jordan Kim,330,0.0,11988.9,36.33
513219,2025-03-24,20,1031,Atlanta DC,Chris Ramirez,798,0.0,29526.0,37.0
513220,2025-04-24,493,1006,Dallas DC,Chris Ramirez,398,0.0,13993.68,35.16
513221,2025-12-18,462,1010,Chicago DC,Alex Martinez,424,0.0,15403.92,36.33
513222,2025-09-15,136,1007,Dallas DC,Chris Ramirez,750,0.0,28200.0,37.6
513223,2025-12-01,37,1014,Phoenix DC,Ashley Nguyen,346,0.0,11719.02,33.87
513224,2025-03-19,310,1006,Dallas DC,Casey Davis,393,0.05,13126.99,35.16
513225,2025-06-01,360,1027,Dallas DC,Ryan Thompson,543,0.05,18519.01,35.9
513226,2025-02-02,218,1014,Phoenix DC,Chris Ramirez,488,0.0,16528.56,33.87
513227,2025-03-04,222,1011,Chicago DC,Ryan Thompson,423,0.0,15435.27,36.49
513228,2025-01-21,318,1012,Dallas DC,Ashley Nguyen,368,0.0,12497.28,33.96
513229,2025-10-05,62,1011,Phoenix DC,Jordan Kim,281,0.0,10253.69,36.49
513230,2025-09-29,300,1026,Los Angeles DC,Morgan Lee,675,0.0,24576.749999999996,36.41
513231,2025-08-24,348,1015,Chicago DC,Chris Ramirez,237,0.0,8302.11,35.03
513232,2025-10-23,36,1024,Phoenix DC,Ashley Nguyen,481,0.0,17176.51,35.71
513233,2025-02-23,28,1023,Los Angeles DC,Morgan Lee,408,0.0,15797.76,38.72
513234,2025-04-17,270,1018,Los Angeles DC,Taylor Johnson,127,0.0,4690.11,36.93
513235,2025-02-21,469,1014,Atlanta DC,Ryan Thompson,153,0.05,4923.0,33.87
513236,2025-02-16,39,1011,Phoenix DC,Casey Davis,171,0.05,5927.8,36.49
513237,2025-02-21,198,1033,Dallas DC,Morgan Lee,33,0.0,1296.9,39.3
513238,2025-03-15,226,1003,Dallas DC,Jordan Kim,411,0.0,13809.6,33.6
513239,2025-08-16,261,1002,Phoenix DC,Casey Davis,100,0.0,3122.0,31.22
513240,2025-07-02,300,1001,Chicago DC,Alex Martinez,338,0.0,11999.0,35.5
513241,2025-10-12,410,1008,Los Angeles DC,Ryan Thompson,240,0.05,8280.96,36.32
513242,2025-06-19,447,1013,Los Angeles DC,Ashley Nguyen,309,0.0,10784.1,34.9
513243,2025-11-15,176,1006,Atlanta DC,Taylor Johnson,734,0.0,25807.44,35.16
513244,2025-05-04,390,1007,Dallas DC,Ryan Thompson,174,0.1,5888.16,37.6
513245,2025-10-21,104,1014,Phoenix DC,Chris Ramirez,441,0.0,14936.67,33.87
513246,2025-12-23,181,1011,Phoenix DC,Taylor Johnson,47,0.1,1543.53,36.49
513247,2025-06-03,71,1012,Phoenix DC,Ashley Nguyen,307,0.0,10425.72,33.96
513248,2025-04-19,327,1015,Atlanta DC,Jordan Kim,126,0.0,4413.78,35.03
513249,2025-12-05,498,1005,Los Angeles DC,Casey Davis,46,0.0,1687.74,36.69
513250,2025-08-01,257,1005,Chicago DC,Taylor Johnson,344,0.0,12621.36,36.69
513251,2025-01-21,298,1004,Atlanta DC,Ryan Thompson,407,0.0,14013.01,34.43
513252,2025-03-10,283,1015,Los Angeles DC,Casey Davis,174,0.0,6095.22,35.03
513253,2025-03-11,293,1002,Los Angeles DC,Chris Ramirez,105,0.05,3114.19,31.22
513254,2025-07-07,36,1015,Phoenix DC,Taylor Johnson,123,0.1,3877.82,35.03
513255,2025-09-03,205,1004,Chicago DC,Ashley Nguyen,28,0.0,964.04,34.43
513256,2025-04-25,353,1024,Atlanta DC,Ashley Nguyen,603,0.05,20456.47,35.71
513257,2025-09-16,191,1015,Atlanta DC,Morgan Lee,558,0.05,18569.4,35.03
513258,2025-06-29,283,1002,Atlanta DC,Casey Davis,239,0.0,7461.58,31.22
513259,2025-08-13,172,1013,Los Angeles DC,Morgan Lee,455,0.0,15879.5,34.9
513260,2025-04-08,374,1025,Atlanta DC,Casey Davis,346,0.0,11023.56,31.86
513261,2025-10-12,259,1004,Dallas DC,Ryan Thompson,721,0.05,23582.83,34.43
513262,2025-12-30,255,1004,Phoenix DC,Chris Ramirez,526,0.1,16299.16,34.43
513263,2025-07-09,223,1013,Los Angeles DC,Taylor Johnson,450,0.05,14919.75,34.9
513264,2025-09-05,461,1011,Dallas DC,Morgan Lee,32,0.0,1167.68,36.49
513265,2025-05-20,67,1024,Phoenix DC,Casey Davis,427,0.1,13723.35,35.71
513266,2025-10-05,361,1001,Los Angeles DC,Ryan Thompson,778,0.0,27619.0,35.5
513267,2025-03-14,85,1012,Dallas DC,Ryan Thompson,377,0.0,12802.92,33.96
513268,2025-02-07,174,1010,Atlanta DC,Casey Davis,459,0.0,16675.47,36.33
513269,2025-05-31,372,1026,Phoenix DC,Chris Ramirez,48,0.0,1747.6799999999998,36.41
513270,2025-10-02,269,1016,Phoenix DC,Alex Martinez,362,0.0,12496.24,34.52
513271,2025-09-27,391,1020,Phoenix DC,Alex Martinez,577,0.1,20647.368000000002,39.76
513272,2025-03-27,494,1006,Phoenix DC,Ryan Thompson,600,0.0,21096.0,35.16
513273,2025-09-27,370,1009,Los Angeles DC,Casey Davis,245,0.05,8728.12,37.5
513274,2025-07-01,111,1011,Chicago DC,Morgan Lee,725,0.1,23809.73,36.49
513275,2025-11-17,227,1002,Chicago DC,Ashley Nguyen,407,0.0,12706.54,31.22
513276,2025-01-15,50,1010,Dallas DC,Alex Martinez,170,0.1,5558.49,36.33
513277,2025-12-19,224,1020,Dallas DC,Casey Davis,378,0.05,14277.815999999999,39.76
513278,2025-12-06,179,1002,Phoenix DC,Casey Davis,309,0.0,9646.98,31.22
513279,2025-05-08,385,1006,Los Angeles DC,Ashley Nguyen,128,0.0,4500.48,35.16
513280,2025-11-19,351,1006,Los Angeles DC,Morgan Lee,356,0.0,12516.96,35.16
513281,2025-03-06,203,1025,Chicago DC,Ryan Thompson,661,0.0,21059.46,31.86
513282,2025-04-25,135,1008,Atlanta DC,Alex Martinez,49,0.1,1601.71,36.32
513283,2025-12-17,177,1016,Phoenix DC,Morgan Lee,38,0.0,1311.76,34.52
513284,2025-03-12,180,1013,Los Angeles DC,Casey Davis,223,0.0,7782.7,34.9
513285,2025-01-04,77,1010,Los Angeles DC,Chris Ramirez,474,0.0,17220.42,36.33
513286,2025-02-03,136,1015,Phoenix DC,Alex Martinez,665,0.0,23294.95,35.03
513287,2025-07-19,480,1030,Chicago DC,Jordan Kim,645,0.0,24890.55,38.59
513288,2025-10-27,357,1003,Chicago DC,Taylor Johnson,219,0.0,7358.4,33.6
513289,2025-08-18,467,1013,Los Angeles DC,Casey Davis,56,0.15,1661.24,34.9
513290,2025-10-08,455,1013,Dallas DC,Ryan Thompson,36,0.0,1256.4,34.9
513291,2025-02-09,359,1012,Atlanta DC,Jordan Kim,451,0.0,15315.96,33.96
513292,2025-08-22,227,1015,Chicago DC,Jordan Kim,187,0.05,6223.08,35.03
513293,2025-06-16,11,1014,Chicago DC,Taylor Johnson,341,0.05,10972.19,33.87
513294,2025-02-03,212,1023,Dallas DC,Casey Davis,412,0.0,15952.64,38.72
513295,2025-11-16,27,1009,Los Angeles DC,Ashley Nguyen,117,0.0,4387.5,37.5
513296,2025-05-02,282,1004,Dallas DC,Morgan Lee,513,0.0,17662.59,34.43
513297,2025-09-13,372,1013,Los Angeles DC,Alex Martinez,27,0.0,942.3,34.9
513298,2025-03-13,287,1015,Chicago DC,Casey Davis,35,0.1,1103.44,35.03
513299,2025-12-05,235,1002,Chicago DC,Jordan Kim,75,0.0,2341.5,31.22
513300,2025-07-03,8,1024,Dallas DC,Alex Martinez,471,0.1,15137.47,35.71
513301,2025-06-17,446,1009,Phoenix DC,Alex Martinez,550,0.0,20625.0,37.5
513302,2025-04-12,191,1001,Dallas DC,Alex Martinez,625,0.0,22187.5,35.5
513303,2025-11-28,54,1015,Los Angeles DC,Morgan Lee,43,0.05,1430.98,35.03
513304,2025-03-09,278,1033,Dallas DC,Ryan Thompson,597,0.05,22288.99,39.3
513305,2025-04-16,479,1001,Phoenix DC,Morgan Lee,35,0.0,1242.5,35.5
513306,2025-02-03,370,1016,Atlanta DC,Chris Ramirez,420,0.05,13773.48,34.52
513307,2025-05-22,44,1023,Atlanta DC,Jordan Kim,29,0.05,1066.74,38.72
513308,2025-06-30,120,1026,Atlanta DC,Jordan Kim,29,0.0,1055.8899999999999,36.41
513309,2025-04-07,256,1005,Los Angeles DC,Ryan Thompson,455,0.0,16693.95,36.69
513310,2025-01-27,226,1006,Phoenix DC,Taylor Johnson,314,0.0,11040.24,35.16
513311,2025-07-10,338,1032,Los Angeles DC,Jordan Kim,63,0.0,2421.72,38.44
513312,2025-03-29,276,1001,Chicago DC,Morgan Lee,249,0.0,8839.5,35.5
513313,2025-01-08,245,1017,Los Angeles DC,Taylor Johnson,325,0.05,12260.46,39.71
513314,2025-02-06,24,1013,Atlanta DC,Jordan Kim,535,0.0,18671.5,34.9
513315,2025-10-29,52,1017,Dallas DC,Morgan Lee,186,0.0,7386.06,39.71
513316,2025-05-12,469,1012,Dallas DC,Morgan Lee,241,0.0,8184.36,33.96
513317,2025-02-13,414,1029,Atlanta DC,Jordan Kim,642,0.0,25314.06,39.43
513318,2025-04-01,241,1012,Chicago DC,Taylor Johnson,773,0.05,24938.53,33.96
513319,2025-07-05,47,1013,Chicago DC,Casey Davis,343,0.0,11970.7,34.9
513320,2025-08-06,457,1015,Chicago DC,Jordan Kim,111,0.0,3888.33,35.03
513321,2025-06-10,435,1007,Dallas DC,Jordan Kim,46,0.0,1729.6,37.6
513322,2025-02-12,472,1006,Atlanta DC,Jordan Kim,245,0.1,7752.78,35.16
513323,2025-02-05,246,1008,Atlanta DC,Chris Ramirez,27,0.15,833.54,36.32
513324,2025-09-15,64,1011,Los Angeles DC,Chris Ramirez,40,0.0,1459.6,36.49
513325,2025-12-21,455,1002,Chicago DC,Chris Ramirez,68,0.0,2122.96,31.22
513326,2025-07-12,490,1004,Phoenix DC,Chris Ramirez,483,0.0,16629.69,34.43
513327,2025-05-07,158,1011,Los Angeles DC,Taylor Johnson,308,0.05,10676.97,36.49
513328,2025-12-09,204,1017,Phoenix DC,Morgan Lee,211,0.0,8378.81,39.71
513329,2025-04-25,185,1025,Dallas DC,Ryan Thompson,193,0.0,6148.98,31.86
513330,2025-01-13,284,1014,Phoenix DC,Ashley Nguyen,325,0.0,11007.75,33.87
513331,2025-03-17,116,1009,Los Angeles DC,Casey Davis,404,0.0,15150.0,37.5
513332,2025-04-09,235,1004,Chicago DC,Jordan Kim,23,0.05,752.3,34.43
513333,2025-03-03,342,1005,Chicago DC,Taylor Johnson,647,0.0,23738.43,36.69
513334,2025-10-23,39,1020,Los Angeles DC,Casey Davis,235,0.0,9343.6,39.76
513335,2025-01-07,367,1006,Atlanta DC,Jordan Kim,27,0.05,901.85,35.16
513336,2025-01-14,265,1018,Los Angeles DC,Jordan Kim,384,0.0,14181.12,36.93
513337,2025-02-03,262,1005,Atlanta DC,Jordan Kim,64,0.0,2348.16,36.69
513338,2025-12-10,488,1022,Los Angeles DC,Ryan Thompson,23,0.0,844.1,36.7
513339,2025-01-25,496,1004,Dallas DC,Ryan Thompson,64,0.0,2203.52,34.43
513340,2025-08-03,144,1008,Phoenix DC,Casey Davis,541,0.05,18666.66,36.32
513341,2025-01-13,400,1017,Phoenix DC,Morgan Lee,524,0.0,20808.04,39.71
513342,2025-04-30,42,1014,Dallas DC,Chris Ramirez,153,0.0,5182.11,33.87
513343,2025-07-07,354,1007,Chicago DC,Alex Martinez,54,0.0,2030.4,37.6
513344,2025-08-14,227,1011,Atlanta DC,Jordan Kim,377,0.0,13756.73,36.49
513345,2025-02-24,39,1014,Atlanta DC,Chris Ramirez,351,0.0,11888.37,33.87
513346,2025-12-20,255,1020,Dallas DC,Taylor Johnson,567,0.0,22543.92,39.76
513347,2025-07-20,256,1008,Dallas DC,Jordan Kim,177,0.0,6428.64,36.32
513348,2025-11-21,309,1018,Phoenix DC,Ryan Thompson,714,0.0,26368.02,36.93
513349,2025-11-12,422,1022,Dallas DC,Ryan Thompson,100,0.0,3670.0,36.7
513350,2025-04-11,151,1008,Dallas DC,Ryan Thompson,403,0.0,14636.96,36.32
513351,2025-05-25,115,1001,Chicago DC,Alex Martinez,180,0.0,6390.0,35.5
513352,2025-03-16,80,1011,Dallas DC,Jordan Kim,357,0.0,13026.93,36.49
513353,2025-12-04,11,1002,Phoenix DC,Casey Davis,125,0.0,3902.5,31.22
513354,2025-12-22,77,1006,Chicago DC,Casey Davis,222,0.0,7805.52,35.16
513355,2025-12-04,180,1011,Phoenix DC,Ryan Thompson,150,0.0,5473.5,36.49
513356,2025-04-30,382,1015,Dallas DC,Jordan Kim,492,0.0,17234.76,35.03
513357,2025-10-19,386,1012,Dallas DC,Jordan Kim,486,0.0,16504.56,33.96
513358,2025-07-09,487,1017,Phoenix DC,Chris Ramirez,376,0.0,14930.96,39.71
513359,2025-05-04,443,1015,Chicago DC,Morgan Lee,22,0.05,732.13,35.03
513360,2025-01-11,63,1020,Phoenix DC,Ashley Nguyen,142,0.1,5081.328,39.76
513361,2025-12-25,250,1014,Atlanta DC,Ryan Thompson,421,0.0,14259.27,33.87
513362,2025-06-23,266,1015,Phoenix DC,Casey Davis,462,0.0,16183.86,35.03
513363,2025-06-18,19,1003,Chicago DC,Taylor Johnson,331,0.0,11121.6,33.6
513364,2025-03-10,282,1030,Atlanta DC,Alex Martinez,755,0.1,26221.91,38.59
513365,2025-07-11,427,1012,Dallas DC,Alex Martinez,59,0.0,2003.64,33.96
513366,2025-12-22,161,1010,Phoenix DC,Alex Martinez,124,0.0,4504.92,36.33
513367,2025-08-10,327,1020,Chicago DC,Morgan Lee,383,0.0,15228.08,39.76
513368,2025-04-01,278,1019,Phoenix DC,Casey Davis,731,0.0,28545.55,39.05
513369,2025-08-20,68,1013,Dallas DC,Chris Ramirez,51,0.0,1779.9,34.9
513370,2025-02-09,223,1008,Chicago DC,Morgan Lee,433,0.05,14940.23,36.32
513371,2025-11-12,167,1001,Atlanta DC,Alex Martinez,623,0.0,22116.5,35.5
513372,2025-04-10,209,1014,Atlanta DC,Taylor Johnson,71,0.05,2284.53,33.87
513373,2025-11-27,410,1013,Dallas DC,Casey Davis,126,0.05,4177.53,34.9
513374,2025-05-23,389,1008,Los Angeles DC,Ryan Thompson,164,0.0,5956.48,36.32
513375,2025-07-06,103,1008,Los Angeles DC,Ryan Thompson,340,0.0,12348.8,36.32
513376,2025-10-30,8,1007,Chicago DC,Taylor Johnson,174,0.0,6542.4,37.6
513377,2025-06-27,171,1032,Chicago DC,Ashley Nguyen,47,0.0,1806.68,38.44
513378,2025-08-16,38,1026,Atlanta DC,Ryan Thompson,64,0.1,2097.216,36.41
513379,2025-09-21,205,1030,Dallas DC,Alex Martinez,76,0.0,2932.84,38.59
513380,2025-08-03,310,1011,Chicago DC,Ashley Nguyen,318,0.05,11023.63,36.49
513381,2025-01-25,191,1007,Chicago DC,Alex Martinez,779,0.0,29290.4,37.6
513382,2025-04-12,196,1009,Phoenix DC,Morgan Lee,546,0.0,20475.0,37.5
513383,2025-03-22,3,1015,Atlanta DC,Alex Martinez,371,0.05,12346.32,35.03
513384,2025-07-05,35,1028,Dallas DC,Morgan Lee,50,0.0,1730.5,34.61
513385,2025-12-01,145,1024,Chicago DC,Taylor Johnson,280,0.05,9498.86,35.71
513386,2025-06-03,426,1020,Dallas DC,Morgan Lee,199,0.0,7912.24,39.76
513387,2025-10-06,255,1004,Los Angeles DC,Casey Davis,652,0.0,22448.36,34.43
513388,2025-07-23,488,1001,Phoenix DC,Jordan Kim,24,0.0,852.0,35.5
513389,2025-10-07,214,1004,Phoenix DC,Morgan Lee,452,0.0,15562.36,34.43
513390,2025-10-27,248,1006,Chicago DC,Chris Ramirez,378,0.0,13290.48,35.16
513391,2025-11-18,150,1009,Atlanta DC,Jordan Kim,32,0.0,1200.0,37.5
513392,2025-05-26,367,1020,Dallas DC,Chris Ramirez,28,0.0,1113.28,39.76
513393,2025-07-08,219,1002,Phoenix DC,Casey Davis,686,0.0,21416.92,31.22
513394,2025-05-09,53,1001,Los Angeles DC,Morgan Lee,700,0.05,23607.5,35.5
513395,2025-10-08,255,1003,Dallas DC,Taylor Johnson,715,0.0,24024.0,33.6
513396,2025-06-17,342,1006,Chicago DC,Alex Martinez,419,0.0,14732.04,35.16
513397,2025-03-13,82,1013,Dallas DC,Chris Ramirez,615,0.0,21463.5,34.9
513398,2025-12-12,86,1001,Phoenix DC,Morgan Lee,239,0.0,8484.5,35.5
513399,2025-10-06,187,1024,Dallas DC,Morgan Lee,383,0.0,13676.93,35.71
513400,2025-09-24,369,1033,Dallas DC,Ashley Nguyen,48,0.0,1886.4,39.3
513401,2025-01-31,48,1018,Phoenix DC,Taylor Johnson,681,0.0,25149.33,36.93
