customer_id,customer_name,customer_type,channel,city,state,region
458,7-Eleven,Convenience,Convenience,Irving,TX,South
459,Safeway,Grocery,Grocery,Pleasanton,CA,West
460,Kroger,Grocery,Grocery,Cincinnati,OH,Midwest
461,Sheetz,Convenience,Convenience,Altoona,PA,Northeast
462,Target,Retail,Retail,Minneapolis,MN,Midwest
463,Core-Mark,Distributor,Distributor,South San Francisco,CA,West
464,Walgreens,Retail,Retail,Deerfield,IL,Midwest
465,CVS Pharmacy,Retail,Retail,Woonsocket,RI,Northeast
466,Reyes Beverage Group,Distributor,Distributor,Los Angeles,CA,West
467,Wawa,Convenience,Convenience,Media,PA,Northeast
468,Circle K,Convenience,Convenience,Tempe,AZ,West
469,Walgreens,Retail,Retail,Deerfield,IL,Midwest
470,Walgreens,Retail,Retail,Deerfield,IL,Midwest
471,Walmart,Retail,Retail,Bentonville,AR,South
472,Mountain Retail Alliance,Retail,Retail,Denver,CO,Mountain
473,CVS Pharmacy,Retail,Retail,Woonsocket,RI,Northeast
474,Sheetz,Convenience,Convenience,Altoona,PA,Northeast
475,Speedway,Convenience,Convenience,Enon,OH,Midwest
476,7-Eleven,Convenience,Convenience,Irving,TX,South
477,Costco,Retail,Retail,Issaquah,WA,West
478,7-Eleven,Convenience,Convenience,Irving,TX,South
479,Wawa,Convenience,Convenience,Media,PA,Northeast
480,Midwest Beverage Partners,Distributor,Distributor,Chicago,IL,Midwest
481,UNFI,Distributor,Distributor,Providence,RI,Northeast
482,Sheetz,Convenience,Convenience,Altoona,PA,Northeast
483,Mountain Retail Alliance,Retail,Retail,Denver,CO,Mountain
484,KeHE,Distributor,Distributor,Naperville,IL,Midwest
485,Speedway,Convenience,Convenience,Enon,OH,Midwest
486,Walmart,Retail,Retail,Bentonville,AR,South
487,Kroger,Grocery,Grocery,Cincinnati,OH,Midwest
488,7-Eleven,Convenience,Convenience,Irving,TX,South
489,Safeway,Grocery,Grocery,Pleasanton,CA,West
490,Pacific Beverage Distribution,Distributor,Distributor,San Diego,CA,West
491,7-Eleven,Convenience,Convenience,Irving,TX,South
492,Target,Retail,Retail,Minneapolis,MN,Midwest
493,Kroger,Grocery,Grocery,Cincinnati,OH,Midwest
494,Southern Convenience Network,Distributor,Distributor,Houston,TX,South
495,Casey's General Store,Convenience,Convenience,Ankeny,IA,Midwest
496,Wawa,Convenience,Convenience,Media,PA,Northeast
497,Speedway,Convenience,Convenience,Enon,OH,Midwest
498,Casey's General Store,Convenience,Convenience,Ankeny,IA,Midwest
499,Southern Convenience Network,Distributor,Distributor,Houston,TX,South
500,UNFI,Distributor,Distributor,Providence,RI,Northeast
